LinkID,HomeID,State,Visit,Type,Sample_Type_Code,SampleID,SampleID_Code,Start_Date,Temp,acFormaldehyde,acAcetaldehyde,acAcetone,acAcrolein,acPropionaldehyde,acCrotonaldehyde,acBenzaldehyde,acGlyoxal,acMethylglyoxal,acHexaldehyde,mdFormaldehyde,mdAcetaldehyde,mdAcetone,mdAcrolein,mdPropionaldehyde,mdCrotonaldehyde,mdBenzaldehyde,mdGlyoxal,mdMethylglyoxal,mdHexaldehyde,ccFormaldehyde,ccAcetaldehyde,ccAcetone,ccAcrolein,ccPropionaldehyde,ccCrotonaldehyde,ccBenzaldehyde,ccGlyoxal,ccMethylglyoxal,ccHexaldehyde,acButyraldehyde,acIsopentanal,acPentanal,aco_Toluladehyde,acm_p_Toluladehyde,acm_Toluladehyde,acp_Toluladehyde,acDimethylglyoxal,mdButyraldehyde,mdIsopentanal,mdPentanal,mdo_Toluladehyde,mdm_p_Toluladehyde,mdm_Toluladehyde,mdp_Toluladehyde,mdDimethylglyoxal,ccButyraldehyde,ccIsopentanal,ccPentanal,cco_Toluladehyde,ccm_p_Toluladehyde,ccm_Toluladehyde,ccp_Toluladehyde,ccDimethylglyoxal,acFormaldehyde_flag,acAcetaldehyde_flag,acAcetone_flag,acAcrolein_flag,acPropionaldehyde_flag,acCrotonaldehyde_flag,acBenzaldehyde_flag,acGlyoxal_flag,acMethylglyoxal_flag,acHexaldehyde_flag
CA003110,CA013,CA,1,INDOOR,1,50446,1,"1999-08-19 00:00:00",23.5,25.9905,5.5603,0.1259,NULL,1.0046,NULL,2.3148,0.8932,NULL,NULL,0.668771,0.559455,1.42758,NULL,0.475984,NULL,0.818895,0.392786,0.572586,NULL,25.9905,5.5603,0.713788,NULL,1.0046,NULL,2.3148,0.8932,0.286293,NULL,0.594765,0.299874,1.24461,-0.0820428,-0.0602408,NULL,NULL,NULL,0.433779,0.500624,0.394445,0.389365,0.384308,NULL,NULL,0.315229,0.594765,0.250312,1.24461,0.194683,0.192154,NULL,NULL,0.157614,,,<DL,NA,,NA,,,NA,NA
CA003130,CA013,CA,1,"PERSONAL ADULT",3,50456,1,"1999-08-19 00:00:00",NULL,31.6445,11.4631,11.733,NULL,1.5276,NULL,0.3773,0.6291,NULL,NULL,2.35144,1.96708,5.01944,NULL,1.67359,NULL,2.87929,1.38106,2.01325,NULL,31.6445,11.4631,11.733,NULL,0.836795,NULL,1.43964,0.690529,1.00662,NULL,1.67414,-0.334163,0.60696,-0.288467,-0.21181,NULL,NULL,NULL,0.45489,0.524989,0.413642,0.408315,0.403012,NULL,NULL,0.33057,1.67414,0.262494,0.60696,0.204157,0.201506,NULL,NULL,0.165285,,,,NA,,NA,<DL,<DL,NA,NA
CA003200,CA213,CA,2,VEHICLE,5,50728,1,"1999-12-03 00:00:00",NULL,13.4508,8.0866,1.8496,NULL,1.2084,NULL,1.5333,0.7835,1.2151,NULL,1.51592,1.26813,3.23593,NULL,1.07893,NULL,1.85622,0.890339,1.2979,NULL,13.4508,8.0866,1.61797,NULL,1.2084,NULL,0.928108,0.44517,0.64895,NULL,1.67801,1.51382,1.37469,0.501588,0.076995,NULL,NULL,-0.132826,1.0771,1.24308,0.979427,0.966814,0.954256,NULL,NULL,0.782729,1.67801,1.51382,1.37469,0.483407,0.477128,NULL,NULL,0.391364,,,<DL,NA,<DL,NA,<DL,<DL,<DL,NA
CA003210,CA213,CA,2,INDOOR,1,50724,1,"1999-12-03 00:00:00",21.47,18.8524,8.3505,1.2152,NULL,1.7294,NULL,1.4557,0.6287,1.5383,NULL,0.623061,0.521217,1.33,NULL,0.443451,NULL,0.762925,0.365939,0.533451,NULL,18.8524,8.3505,0.665002,NULL,1.7294,NULL,1.4557,0.6287,1.5383,NULL,1.20319,0.894634,1.78338,0.206158,0.0316458,NULL,NULL,-0.054593,1.04963,1.21138,0.954453,0.942161,0.929924,NULL,NULL,0.762771,1.20319,0.605689,1.78338,0.471081,0.464962,NULL,NULL,0.381385,,,,NA,,NA,,,,NA
CA003230,CA213,CA,2,"PERSONAL ADULT",3,50718,1,"1999-12-03 00:00:00",NULL,20.7379,9.8705,4.2481,NULL,1.7191,NULL,1.8474,0.8421,1.553,NULL,1.11264,0.93077,2.37507,NULL,0.791899,NULL,1.3624,0.65348,0.952616,NULL,20.7379,9.8705,4.2481,NULL,1.7191,NULL,1.8474,0.8421,1.553,NULL,1.47864,1.28867,1.60462,0.719047,0.0565119,NULL,NULL,-0.0974901,0.968879,1.11818,0.881023,0.869677,0.858381,NULL,NULL,0.704087,1.47864,1.28867,1.60462,0.434838,0.429191,NULL,NULL,0.352044,,,<DL,NA,,NA,<DL,<DL,,NA
CA004110,CA014,CA,1,INDOOR,1,50452,1,"1999-08-28 00:00:00",24.92,36.1186,11.8895,0.8702,NULL,4.5889,NULL,1.6324,-0.2207,-0.2021,NULL,0.49174,0.411362,1.04968,NULL,0.349986,NULL,0.602125,0.288811,0.421017,NULL,36.1186,11.8895,0.524841,NULL,4.5889,NULL,1.6324,0.144406,0.210508,NULL,1.28654,0.332042,2.29385,-0.0879525,0.0249759,NULL,NULL,-0.0430866,0.445913,0.514628,0.405479,0.400257,0.395058,NULL,NULL,0.324047,1.28654,0.257314,2.29385,0.200128,0.197529,NULL,NULL,0.162023,,,,NA,,NA,,ND,ND,NA
CA004130,CA014,CA,1,"PERSONAL ADULT",3,50449,1,"1999-08-28 00:00:00",NULL,11.8429,6.1284,3.3193,NULL,1.2928,NULL,0.4577,NULL,NULL,NULL,1.94154,1.62419,4.14447,NULL,1.38186,NULL,2.37738,1.14032,1.66231,NULL,11.8429,6.1284,2.07224,NULL,0.690928,NULL,1.18869,0.570159,0.831153,NULL,2.30632,1.31101,2.00158,-0.347264,0.0986127,NULL,NULL,-0.170119,0.436346,0.503587,0.396779,0.39167,0.386583,NULL,NULL,0.317094,2.30632,1.31101,2.00158,0.195835,0.193291,NULL,NULL,0.158547,,,<DL,NA,,NA,<DL,NA,NA,NA
CA004210,CA214,CA,2,INDOOR,1,50722,1,"2000-01-13 00:00:00",19.38,33.4701,13.3109,0.9225,NULL,2.3486,NULL,1.8489,0.8561,1.0848,NULL,0.604836,0.505971,1.2911,NULL,0.43048,NULL,0.740608,0.355235,0.517847,NULL,33.4701,13.3109,0.645549,NULL,2.3486,NULL,1.8489,0.8561,1.0848,NULL,1.08807,0.463651,1.80361,-0.0632838,0.188715,NULL,NULL,0.00331907,1.04922,1.2109,0.954077,0.941791,0.929559,NULL,NULL,0.762471,1.08807,0.605451,1.80361,0.470895,0.464779,NULL,NULL,0.381235,,,,NA,,NA,,,,NA
CA004230,CA214,CA,2,"PERSONAL ADULT",3,50710,1,"2000-01-13 00:00:00",NULL,26.4569,15.1882,3.5666,NULL,2.8654,NULL,1.223,1.3651,1.1672,NULL,1.28144,1.07198,2.7354,NULL,0.912042,NULL,1.5691,0.752623,1.09714,NULL,26.4569,15.1882,3.5666,NULL,2.8654,NULL,0.78455,1.3651,1.1672,NULL,1.21147,-0.0619423,0.0740163,2.11085,0.538676,NULL,NULL,0.007032,0.841114,0.970729,0.764843,0.754993,0.745188,NULL,NULL,0.61124,1.21147,0.485364,0.382422,2.11085,0.372594,NULL,NULL,0.30562,,,<DL,NA,,NA,<DL,,,NA
CA005110,CA015,CA,1,INDOOR,1,50480,1,"1999-09-08 00:00:00",23.56,29.2848,44.5386,6.5694,NULL,3.6864,NULL,3.7661,0.8372,NULL,NULL,0.553981,0.463429,1.18254,NULL,0.394285,NULL,0.678338,0.325367,0.474306,NULL,29.2848,44.5386,6.5694,NULL,3.6864,NULL,3.7661,0.8372,0.237153,NULL,2.61618,1.67467,5.87774,0.183301,0.0281371,NULL,NULL,-0.0485401,0.55067,0.635528,0.500736,0.494288,0.487868,NULL,NULL,0.400174,2.61618,1.67467,5.87774,0.247144,0.243934,NULL,NULL,0.200087,,,,NA,,NA,,,NA,NA
CA005120,CA015,CA,1,OUTDOOR,2,50492,1,"1999-09-08 00:00:00",19.84,4.2703,3.9286,2.705,NULL,0.6257,NULL,0.4177,0.399,NULL,NULL,0.62207,0.520388,1.32789,NULL,0.442746,NULL,0.761712,0.365357,0.532602,NULL,4.2703,3.9286,2.705,NULL,0.6257,NULL,0.380856,0.399,0.266301,NULL,0.824338,0.420046,0.563497,0.20583,0.0315955,NULL,NULL,-0.0545062,0.589726,0.680602,0.53625,0.529345,0.52247,NULL,NULL,0.428556,0.824338,0.340301,0.563497,0.264672,0.261235,NULL,NULL,0.214278,,,,NA,,NA,,,NA,NA
CA005130,CA015,CA,1,"PERSONAL ADULT",3,50457,1,"1999-09-08 00:00:00",NULL,14.5994,23.4851,12.9439,NULL,2.1961,NULL,1.842,0.0877,NULL,NULL,2.34151,1.95877,4.99825,NULL,1.66652,NULL,2.86713,1.37523,2.00475,NULL,14.5994,23.4851,12.9439,NULL,2.1961,NULL,1.43356,0.687613,1.00237,NULL,2.76101,1.58108,2.53613,0.774757,0.118927,NULL,NULL,-0.205164,0.463031,0.534383,0.421044,0.415622,0.410223,NULL,NULL,0.336486,2.76101,1.58108,2.53613,0.774757,0.205112,NULL,NULL,0.168243,,,,NA,,NA,<DL,<DL,NA,NA
CA005200,CA215,CA,2,VEHICLE,5,50732,1,"1999-12-21 00:00:00",NULL,16.1013,5.3579,1.836,NULL,1.1782,NULL,1.3427,0.5263,1.7347,NULL,1.98828,1.66328,4.24424,NULL,1.41512,NULL,2.43461,1.16777,1.70232,NULL,16.1013,5.3579,2.12212,NULL,0.707561,NULL,1.2173,0.583884,1.7347,NULL,1.96089,1.44845,1.08225,0.741561,0.538904,NULL,NULL,-0.174215,1.12415,1.29739,1.02222,1.00905,0.995948,NULL,NULL,0.816927,1.96089,1.44845,1.08225,0.504527,0.497974,NULL,NULL,0.408463,,,<DL,NA,<DL,NA,<DL,<DL,<DL,NA
CA005210,CA215,CA,2,INDOOR,1,50720,1,"1999-12-21 00:00:00",23.79,0.9268,0.1945,0.1516,NULL,0.0398,NULL,0.4177,0.174,0.276,NULL,0.707949,0.592229,1.51121,NULL,0.503869,NULL,0.866868,0.415796,0.60613,NULL,0.9268,0.296115,0.755603,NULL,0.251934,NULL,0.433434,0.207898,0.303065,NULL,0.491009,0.51657,0.606593,0.265793,0.340339,NULL,NULL,0.414065,0.994385,1.14762,0.904216,0.892572,0.880979,NULL,NULL,0.722623,0.497193,0.57381,0.452108,0.446286,0.440489,NULL,NULL,0.361311,,<DL,<DL,NA,<DL,NA,,,,NA
CA005230,CA215,CA,2,"PERSONAL ADULT",3,50707,1,"1999-12-21 00:00:00",NULL,19.0757,13.7507,1.231,NULL,2.0338,NULL,1.552,0.5527,2.3271,NULL,1.3294,1.1121,2.83777,NULL,0.946174,NULL,1.62782,0.780789,1.1382,NULL,19.0757,13.7507,1.41889,NULL,2.0338,NULL,0.813911,0.390395,2.3271,NULL,1.91037,1.18347,1.18797,0.439871,0.0675213,NULL,NULL,-0.116483,0.823508,0.95041,0.748834,0.73919,0.72959,NULL,NULL,0.598446,1.91037,1.18347,1.18797,0.369595,0.364795,NULL,NULL,0.299223,,,<DL,NA,,NA,<DL,<DL,,NA
CA006110,CA016,CA,1,INDOOR,1,50556,1,"1999-09-16 00:00:00",26.4,31.4086,10.6279,0.9076,NULL,1.6958,NULL,1.5765,1.1011,2.6492,NULL,0.673177,0.563141,1.43698,NULL,0.479121,NULL,0.824291,0.395374,0.576359,NULL,31.4086,10.6279,0.718491,NULL,1.6958,NULL,1.5765,1.1011,2.6492,NULL,1.48976,0.96894,1.90694,0.222741,0.0341912,NULL,NULL,-0.0589842,0.635828,0.733809,0.578173,0.570727,0.563314,NULL,NULL,0.462058,1.48976,0.96894,1.90694,0.285363,0.281657,NULL,NULL,0.231029,,,,NA,,NA,,,,NA
CA006120,CA016,CA,1,OUTDOOR,2,50478,1,"1999-09-16 00:00:00",18.98,8.7345,4.4236,1.4265,NULL,0.6708,NULL,0.1527,0.7258,0.1216,NULL,0.647676,0.541808,1.38255,NULL,0.46097,NULL,0.793065,0.380396,0.554525,NULL,8.7345,4.4236,1.4265,NULL,0.6708,NULL,0.396532,0.7258,0.277263,NULL,1.10774,0.664456,0.771674,0.214303,0.032896,NULL,NULL,-0.0567497,0.540402,0.623677,0.491399,0.485071,0.478771,NULL,NULL,0.392712,1.10774,0.664456,0.771674,0.242535,0.239385,NULL,NULL,0.196356,,,,NA,,NA,<DL,,<DL,NA
CA006130,CA016,CA,1,"PERSONAL ADULT",3,50557,1,"1999-09-16 00:00:00",NULL,30.2247,11.2632,2.8358,NULL,1.3377,NULL,1.8385,1.9499,3.1363,NULL,1.81724,1.5202,3.87913,NULL,1.29339,NULL,2.22517,1.06731,1.55588,NULL,30.2247,11.2632,1.93957,NULL,1.3377,NULL,1.11259,1.9499,3.1363,NULL,2.42665,1.22707,3.4853,0.601288,0.0922992,NULL,NULL,-0.159228,0.640764,0.739505,0.58266,0.575157,0.567687,NULL,NULL,0.465645,2.42665,1.22707,3.4853,0.601288,0.283843,NULL,NULL,0.232823,,,<DL,NA,,NA,<DL,,,NA
CA006210,CA216,CA,2,INDOOR,1,50713,1,"2000-01-19 00:00:00",20.81,24.0018,5.628,1.1058,NULL,1.6478,NULL,1.1718,0.7472,1.4351,NULL,0.647427,0.541601,1.38202,NULL,0.460794,NULL,0.792761,0.38025,0.554313,NULL,24.0018,5.628,0.691008,NULL,1.6478,NULL,1.1718,0.7472,1.4351,NULL,1.02534,0.337603,1.55387,0.208211,0.500164,NULL,NULL,0.0035528,0.882285,1.01824,0.802281,0.791949,0.781663,NULL,NULL,0.641159,1.02534,0.509122,1.55387,0.395975,0.390832,NULL,NULL,0.32058,,,,NA,,NA,,,,NA
CA006230,CA216,CA,2,"PERSONAL ADULT",3,50726,1,"2000-01-19 00:00:00",NULL,27.2797,10.7339,2.1244,NULL,2.0443,NULL,0.6734,0.9007,1.2804,NULL,1.3276,1.11059,2.83393,NULL,0.944893,NULL,1.62562,0.779732,1.13666,NULL,27.2797,10.7339,1.41697,NULL,2.0443,NULL,0.812809,0.9007,1.2804,NULL,1.11083,0.667845,1.66799,-0.138907,-0.0432747,NULL,NULL,0.00728529,1.06996,1.23484,0.972937,0.960408,0.947934,NULL,NULL,0.777543,1.11083,0.61742,1.66799,0.480204,0.473967,NULL,NULL,0.388771,,,<DL,NA,,NA,<DL,<DL,,NA
CA007100,CA017,CA,1,VEHICLE,5,50490,1,"1999-09-21 00:00:00",NULL,75.5365,2.8585,13.5708,NULL,0.4748,NULL,4.4818,3.2747,3.0518,NULL,5.2439,4.38675,11.1938,NULL,3.73224,NULL,6.42104,3.07987,4.48971,NULL,75.5365,2.19337,13.5708,NULL,1.86612,NULL,3.21052,3.2747,2.24485,NULL,2.66581,4.14958,4.9937,4.26398,0.266342,NULL,NULL,-0.459474,0.5808,0.670301,0.528134,0.521333,0.514562,NULL,NULL,0.422069,2.66581,4.14958,4.9937,4.26398,0.257281,NULL,NULL,0.211035,,<DL,,NA,<DL,NA,<DL,,,NA
CA007120,CA017,CA,1,OUTDOOR,2,50485,1,"1999-09-21 00:00:00",18.7,6.8775,3.6011,2.6564,NULL,0.6865,NULL,5.3428,0.7069,0.6612,NULL,0.588452,0.492265,1.25613,NULL,0.418819,NULL,0.720547,0.345612,0.503819,NULL,6.8775,3.6011,2.6564,NULL,0.6865,NULL,5.3428,0.7069,0.6612,NULL,0.867981,0.572024,0.831844,0.194707,0.029888,NULL,NULL,-0.0515605,0.560657,0.647054,0.509818,0.503252,0.496716,NULL,NULL,0.407431,0.867981,0.323527,0.831844,0.251626,0.248358,NULL,NULL,0.203716,,,,NA,,NA,,,,NA
CA007130,CA017,CA,1,"PERSONAL ADULT",3,50479,1,"1999-09-21 00:00:00",NULL,13.9771,8.2013,5.3183,NULL,1.1155,NULL,2.2148,0.065,2.7457,NULL,1.73668,1.45281,3.70717,NULL,1.23605,NULL,2.12653,1.02,1.48691,NULL,13.9771,8.2013,5.3183,NULL,0.618025,NULL,2.2148,0.509999,2.7457,NULL,1.53076,2.36449,2.13257,0.574633,0.0882076,NULL,NULL,-0.152169,0.545461,0.629516,0.495999,0.489612,0.483253,NULL,NULL,0.396388,1.53076,2.36449,2.13257,0.574633,0.241626,NULL,NULL,0.198194,,,,NA,,NA,,<DL,,NA
CA007210,CA217,CA,2,INDOOR,1,50968,1,"2000-03-07 00:00:00",19.24,19.2858,7.4493,0.5836,NULL,0.8853,NULL,1.2136,0.4447,1.0268,NULL,0.582674,0.487432,1.24379,NULL,0.414707,NULL,0.713472,0.342219,0.498872,NULL,19.2858,7.4493,0.621896,NULL,0.8853,NULL,1.2136,0.4447,1.0268,NULL,0.386857,0.366348,1.07747,-0.120055,-0.018158,NULL,NULL,-0.0147752,1.47121,1.69792,1.3378,1.32057,1.30342,NULL,NULL,1.06913,0.735605,0.848961,0.668902,0.660287,0.651712,NULL,NULL,0.534566,,,,NA,,NA,,,,NA
CA007211,CA217,CA,2,"DUPLICATE INDOOR",1,50977,1,"2000-03-07 00:00:00",19.24,17.0501,5.9111,0.5348,NULL,0.9711,NULL,1.1081,0.5063,0.6452,NULL,0.540724,0.452339,1.15425,NULL,0.38485,NULL,0.662106,0.317581,0.462956,NULL,17.0501,5.9111,0.577123,NULL,0.9711,NULL,1.1081,0.5063,0.6452,NULL,0.241368,0.484904,0.878697,-0.0384947,-0.195097,NULL,NULL,-0.115072,1.48219,1.71059,1.34778,1.33043,1.31315,NULL,NULL,1.07711,0.741093,0.855295,0.673892,0.665214,0.656574,NULL,NULL,0.538555,,,,NA,,NA,,,,NA
CA007220,CA217,CA,2,OUTDOOR,2,50943,1,"2000-03-07 00:00:00",11.44,4.4373,2.8342,2.6845,NULL,0.7163,NULL,2.5921,0.1117,0.2541,NULL,0.605873,0.506839,1.29331,NULL,0.431218,NULL,0.741878,0.355844,0.518735,NULL,4.4373,2.8342,2.6845,NULL,0.7163,NULL,2.5921,0.177922,0.259367,NULL,0.155489,-0.266346,0.443892,-0.303387,-0.390367,NULL,NULL,-0.128936,1.42547,1.64513,1.29621,1.27952,1.2629,NULL,NULL,1.03589,0.712734,0.822566,0.648104,0.639758,0.631449,NULL,NULL,0.517946,,,,NA,,NA,,,,NA
CA007230,CA217,CA,2,"PERSONAL ADULT",3,50966,1,"2000-03-07 00:00:00",NULL,16.7877,10.0235,1.9361,NULL,1.1306,NULL,1.2696,0.7823,0.9482,NULL,1.06793,0.893365,2.27962,NULL,0.760075,NULL,1.30765,0.627219,0.914333,NULL,16.7877,10.0235,1.13981,NULL,1.1306,NULL,0.653826,0.7823,0.9482,NULL,0.0382906,0.16947,0.673655,-0.379052,-0.453328,NULL,NULL,0.109212,0.1591,0.1905,0.1981,0.3237,0.1678,NULL,NULL,0.2847,0.07955,0.09525,0.673655,0.16185,0.0839,NULL,NULL,0.14235,,,<DL,NA,,NA,<DL,<DL,<DL,NA
CA008120,CA018,CA,1,OUTDOOR,2,50481,1,"1999-09-24 00:00:00",21.18,7.6758,3.992,0.8149,NULL,1.0412,NULL,1.215,2.3725,0.8677,NULL,0.681148,0.56981,1.454,NULL,0.484794,NULL,0.834051,0.400055,0.583184,NULL,7.6758,3.992,0.726999,NULL,1.0412,NULL,1.215,2.3725,0.8677,NULL,1.12762,1.10028,1.588,0.225378,0.0345961,NULL,NULL,-0.0596826,0.551652,0.636661,0.501629,0.495169,0.488738,NULL,NULL,0.400887,1.12762,1.10028,1.588,0.247585,0.244369,NULL,NULL,0.200444,,,,NA,,NA,,,,NA
CA008130,CA018,CA,1,"PERSONAL ADULT",3,50483,1,"1999-09-24 00:00:00",NULL,29.6778,15.5299,12.6174,NULL,2.2616,NULL,1.95,1.4979,1.5517,NULL,1.24137,1.03846,2.64987,NULL,0.883523,NULL,1.52003,0.729089,1.06284,NULL,29.6778,15.5299,12.6174,NULL,2.2616,NULL,1.95,1.4979,1.5517,NULL,2.12875,1.56467,3.15678,0.410745,0.0630504,NULL,NULL,-0.10877,0.560286,0.646626,0.509481,0.50292,0.496388,NULL,NULL,0.407162,2.12875,1.56467,3.15678,0.25146,0.248194,NULL,NULL,0.203581,,,,NA,,NA,,,,NA
CA009110,CA019,CA,1,INDOOR,1,50595,1,"1999-09-30 00:00:00",23.53,30.7166,13.0466,3.2384,NULL,2.2528,NULL,2.137,0.501,0.1095,NULL,0.583198,0.48787,1.24491,NULL,0.415079,NULL,0.714113,0.342526,0.499321,NULL,30.7166,13.0466,3.2384,NULL,2.2528,NULL,2.137,0.501,0.24966,NULL,1.62117,1.51281,2.53247,0.192968,0.0296211,NULL,NULL,-0.0511001,0.699585,0.807391,0.636148,0.627956,0.6198,NULL,NULL,0.508391,1.62117,1.51281,2.53247,0.313978,0.3099,NULL,NULL,0.254196,,,,NA,,NA,,,<DL,NA
CA009120,CA019,CA,1,OUTDOOR,2,50594,1,"1999-09-30 00:00:00",19.23,5.7499,4.7933,3.621,NULL,1.1079,NULL,4.7074,0.6236,0.6353,NULL,0.567995,0.475152,1.21246,NULL,0.404259,NULL,0.695497,0.333597,0.486304,NULL,5.7499,4.7933,3.621,NULL,1.1079,NULL,4.7074,0.6236,0.6353,NULL,1.02393,0.517084,0.531142,0.187938,0.0288489,NULL,NULL,-0.049768,0.697721,0.805239,0.634453,0.626282,0.618148,NULL,NULL,0.507036,1.02393,0.40262,0.317226,0.313141,0.309074,NULL,NULL,0.253518,,,,NA,,NA,,,,NA
CA010110,CA020,CA,1,INDOOR,1,50592,1,"1999-10-07 00:00:00",23.69,23.8208,10.7274,2.1116,NULL,2.2401,NULL,1.3033,1.6066,2.3195,NULL,0.69198,0.578871,1.47712,NULL,0.492503,NULL,0.847315,0.406417,0.592458,NULL,23.8208,10.7274,2.1116,NULL,2.2401,NULL,1.3033,1.6066,2.3195,NULL,1.40294,1.85808,2.35628,0.228962,0.0351462,NULL,NULL,-0.0606317,0.694082,0.80104,0.631144,0.623016,0.614924,NULL,NULL,0.504392,1.40294,1.85808,2.35628,0.311508,0.307462,NULL,NULL,0.252196,,,,NA,,NA,,,,NA
CA010120,CA020,CA,1,OUTDOOR,2,50583,1,"1999-10-07 00:00:00",17.18,4.961,4.8489,1.6942,NULL,0.975,NULL,0.1428,0.4731,0.649,NULL,0.605986,0.506933,1.29355,NULL,0.431298,NULL,0.742016,0.35591,0.518831,NULL,4.961,4.8489,1.6942,NULL,0.975,NULL,0.371008,0.4731,0.649,NULL,0.749599,0.542428,0.538871,0.200508,0.0307785,NULL,NULL,-0.0530968,0.680635,0.78552,0.618916,0.610946,0.603011,NULL,NULL,0.49462,0.749599,0.39276,0.309458,0.305473,0.301505,NULL,NULL,0.24731,,,,NA,,NA,<DL,,,NA
CA010130,CA020,CA,1,"PERSONAL ADULT",3,50579,1,"1999-10-07 00:00:00",NULL,25.2332,11.5048,5.1007,NULL,2.1181,NULL,1.5934,1.1743,2.1566,NULL,1.22974,1.02873,2.62504,NULL,0.875246,NULL,1.50579,0.722259,1.05288,NULL,25.2332,11.5048,5.1007,NULL,2.1181,NULL,1.5934,1.1743,2.1566,NULL,1.85301,1.70528,2.14618,0.406897,0.0624597,NULL,NULL,-0.107751,0.675988,0.780158,0.614691,0.606775,0.598894,NULL,NULL,0.491243,1.85301,1.70528,2.14618,0.303388,0.299447,NULL,NULL,0.245622,,,,NA,,NA,<DL,,,NA
CA010200,CA220,CA,2,VEHICLE,5,51180,1,"2000-04-04 00:00:00",NULL,22.4165,2.1182,3.9139,NULL,1.1781,NULL,0.5537,0.6577,0.8342,NULL,1.6557,1.38506,3.53429,NULL,1.17841,NULL,2.02736,0.972431,1.41757,NULL,22.4165,2.1182,3.9139,NULL,0.589205,NULL,1.01368,0.486216,0.708785,NULL,0.553745,-0.0681428,1.26301,0.28187,0.379084,NULL,NULL,0.300776,0.2075,0.2484,0.2583,0.422,0.2187,NULL,NULL,0.3712,0.553745,0.1242,1.26301,0.211,0.379084,NULL,NULL,0.1856,,<DL,<DL,NA,<DL,NA,<DL,<DL,<DL,NA
CA010210,CA220,CA,2,INDOOR,1,51198,1,"2000-04-04 00:00:00",23.86,15.2968,4.6114,0.4327,NULL,0.9582,NULL,1.0737,1.1759,1.4925,NULL,0.624977,0.52282,1.33409,NULL,0.444815,NULL,0.765271,0.367065,0.535091,NULL,15.2968,4.6114,0.667047,NULL,0.9582,NULL,1.0737,1.1759,1.4925,NULL,0.708604,0.241159,1.02191,0.0865473,0.140436,NULL,NULL,0.244187,0.2162,0.2588,0.2691,0.4397,0.2279,NULL,NULL,0.3867,0.708604,0.1294,1.02191,0.21985,0.11395,NULL,NULL,0.19335,,,,NA,,NA,,,,NA
CA010220,CA220,CA,2,OUTDOOR,2,51195,1,"2000-04-04 00:00:00",14.27,6.7017,4.5722,2.9301,NULL,1.0986,NULL,5.3984,0.543,0.4271,NULL,0.645163,0.539706,1.37718,NULL,0.459182,NULL,0.789988,0.37892,0.552374,NULL,6.7017,4.5722,2.9301,NULL,1.0986,NULL,5.3984,0.543,0.276187,NULL,0.908706,0.0970223,0.825922,0.0080647,0.0585144,NULL,NULL,0.117201,0.213,0.255,0.2652,0.4332,0.2246,NULL,NULL,0.3811,0.908706,0.1275,0.825922,0.2166,0.1123,NULL,NULL,0.19055,,,,NA,,NA,,,,NA
CA010230,CA220,CA,2,"PERSONAL ADULT",3,51206,1,"2000-04-04 00:00:00",NULL,16.3436,6.1457,1.0586,NULL,1.1749,NULL,1.105,1.5181,1.4214,NULL,0.762791,0.638107,1.62827,NULL,0.542901,NULL,0.934021,0.448006,0.653084,NULL,16.3436,6.1457,0.814137,NULL,1.1749,NULL,1.105,1.5181,1.4214,NULL,0.873272,0.235393,1.3454,0.0796396,0.0691829,NULL,NULL,0.138569,2.08492,2.4062,1.89586,1.87145,1.84714,NULL,NULL,1.51512,1.04246,1.2031,0.947931,0.935724,0.92357,NULL,NULL,0.757559,,,<DL,NA,,NA,<DL,,,NA
CA011100,CA021,CA,1,VEHICLE,5,50559,1,"1999-10-09 00:00:00",NULL,28.8064,7.659,5.7478,NULL,1.702,NULL,2.0178,1.0985,2.4448,NULL,1.57193,1.31499,3.35548,NULL,1.11879,NULL,1.92479,0.923232,1.34585,NULL,28.8064,7.659,5.7478,NULL,1.702,NULL,2.0178,1.0985,2.4448,NULL,1.79115,1.49333,1.87205,0.520119,0.0798395,NULL,NULL,-0.137733,0.641153,0.739955,0.583015,0.575507,0.568032,NULL,NULL,0.465928,1.79115,1.49333,1.87205,0.287753,0.284016,NULL,NULL,0.232964,,,<DL,NA,<DL,NA,<DL,<DL,<DL,NA
CA011110,CA021,CA,1,INDOOR,1,50578,1,"1999-10-09 00:00:00",24.81,24.8133,14.5377,1.1091,NULL,1.9953,NULL,1.2474,0.9547,1.5772,NULL,0.67019,0.560642,1.43061,NULL,0.476994,NULL,0.820633,0.393619,0.573801,NULL,24.8133,14.5377,0.715303,NULL,1.9953,NULL,1.2474,0.9547,1.5772,NULL,1.5281,0.857976,1.76312,0.221752,0.0340395,NULL,NULL,-0.0587224,0.674946,0.778955,0.613743,0.605839,0.597971,NULL,NULL,0.490485,1.5281,0.857976,1.76312,0.30292,0.298985,NULL,NULL,0.245243,,,,NA,,NA,,,,NA
