LinkID,XRF_ID,Number_of_experiment,Sample_ID,Li,Be,Mg,Al,Ti,V,Cr,Mn,Co,Ni,Cu,Zn,Ga,Arsenic,Se,Rb,Sr,Ag,Cd,Cs,Ba,Tl,Pb,Bi,U,datestarted,dateended,Be_flag,Ti_flag,V_flag,Cr_flag,Mn_flag,Co_flag,Ni_flag,Cu_flag,Zn_flag,Ga_flag,Arsenic_flag,Se_flag,Rb_flag,Sr_flag,Ag_flag,Cd_flag,Cs_flag,Ba_flag,Tl_flag,Pb_flag,Bi_flag,U_flag,Li_flag,Mg_flag,Al_flag
NJ080210,T7738,1,11044,0.0651645,0.0325823,133.898,35.6077,4.99491,1.50085,5.61966,1.46724,0.0858517,4.56255,4.79683,20.563,0.410123,0.524419,1.70359,0.0910234,0.296861,0.42719,0.397193,0.0698191,4.91371,0.0496491,7.80319,0.159808,0.0310307,"2000-11-14 00:00:00","2000-11-16 00:00:00",<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,<DL,<DL,,<DL,<DL,,<DL,<DL,,<DL,,,
NJ080220,T7739,1,11045,0.0684639,0.0292708,125.815,42.9041,2.26576,2.33075,5.84275,1.98347,0.107657,11.1279,9.11959,29.4296,0.66926,0.553665,3.01688,0.120556,0.446008,0.424675,0.48917,0.0734251,7.79893,0.0585416,9.5909,0.143873,0.0292708,"2000-11-14 00:00:00","2000-11-16 00:00:00",<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,<DL,ND,,<DL,,<DL,<DL,,<DL,<DL,,<DL,,,
NJ080220,T7739,2,11045,0.043162,-0.0287747,50.3061,44.7546,2.98364,3.17315,7.92346,2.8358,0.128494,10.0205,11.1279,17.9991,0.415745,0.622625,-4.60842,0.122541,0.39342,0.385482,0.433109,0.0486193,9.99673,0.0625105,10.3356,0.132959,0.021333,"2000-11-14 00:00:00","2000-11-16 00:00:00",<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,<DL,ND,,<DL,,<DL,<DL,,<DL,<DL,,<DL,,,
NJ099110,T7740,1,11048,0.0823237,0.0279494,272.939,60.5232,1.79334,1.17591,5.08933,1.32175,0.101634,61.1889,6.997,69.2027,0.206317,0.353179,1.24349,0.107224,0.299821,0.244938,0.351654,0.0670786,1.76132,0.0498007,12.9482,0.287625,0.0294739,"2000-12-05 00:00:00","2000-12-07 00:00:00",<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,,<DL,,<DL,<DL,,<DL,<DL,,<DL,,,
NJ099120,T7741,1,11049,0.076032,0.0309559,163.795,40.688,2.09088,1.92904,5.06482,2.05775,0.103729,5.75345,8.10664,24.2053,0.30793,0.608799,3.5067,0.11785,0.356264,0.21289,0.470855,0.0754889,2.66166,0.0575671,12.3291,0.21832,0.0325851,"2000-12-05 00:00:00","2000-12-07 00:00:00",<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,,,,<DL,,<DL,<DL,,<DL,<DL,,<DL,,,
NJ085210,T7742,1,11050,0.20034,0.0285445,1468.99,47.606,7.74509,0.957828,6.33583,2.53782,0.0925055,4.07236,28.1269,129.719,0.431868,0.701456,2.88881,0.234171,9.06025,0.342006,0.804533,0.0755902,4.50052,0.0755902,16.5558,0.276459,0.033302,"2000-11-28 00:00:00","2000-11-30 00:00:00",<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,<DL,<DL,,<DL,,,<DL,,,
NJ085220,T7743,1,11051,0.149354,0.03107,321.057,222.232,12.6351,1.89691,7.73643,6.03957,0.206588,15.8403,58.2754,55.6099,1.68105,1.07273,7.27965,0.234933,1.43631,0.319967,1.61837,0.101386,21.6291,0.117739,25.9407,0.537457,0.0403365,"2000-11-28 00:00:00","2000-11-30 00:00:00",<DL,<DL,<DL,,,<DL,<DL,,<DL,,,,,<DL,,,,,,,,<DL,,,
NJ063210,T7744,1,11092,0.0690741,0.0280789,360.421,30.0837,0.760938,2.72253,7.03377,1.01589,0.627844,15.741,12.6524,20.9188,0.261134,0.420622,0.507105,0.086483,0.58011,0.307183,0.482396,0.0701973,2.45971,0.0438031,8.79656,0.164542,0.0325715,"2000-12-12 00:00:00","2000-12-14 00:00:00",<DL,<DL,<DL,,<DL,,<DL,,<DL,,<DL,<DL,<DL,<DL,,<DL,<DL,,<DL,<DL,,<DL,,,
NJ063220,T7745,1,11094,0.208129,0.0303411,526.657,279.936,12.7752,7.07426,9.02779,6.25452,1.81195,109.334,40.2312,69.2841,2.11536,0.918216,1.35949,0.195354,2.57367,0.285312,0.995932,0.0878294,27.8339,0.083571,28.5898,0.340139,0.0367286,"2000-12-12 00:00:00","2000-12-14 00:00:00",<DL,<DL,,,,,<DL,,<DL,,,,,,,<DL,<DL,,<DL,,,<DL,,,
NJ090210,T7747,1,11102,0.0741057,0.0257759,170.819,26.7532,2.22048,2.3891,6.03961,1.45204,0.156266,6.87303,5.6331,22.8815,0.245408,0.60627,1.95736,0.135323,0.282998,0.910748,0.511222,0.0724947,1.54602,0.0789386,13.4078,0.202985,0.0359788,"2001-01-03 00:00:00","2001-01-05 00:00:00",<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,<DL,,<DL,<DL,,<DL,,,<DL,,,
NJ090220,T7748,1,11103,0.179516,0.0300923,261.855,202.397,8.45906,4.30113,7.21853,4.61969,0.320639,10.055,17.0696,47.7327,0.949465,1.0221,4.45781,0.271869,1.48905,1.40915,0.80471,0.0887205,10.7762,0.131784,25.4228,0.350731,0.0409878,"2001-01-03 00:00:00","2001-01-05 00:00:00",<DL,<DL,,,,<DL,<DL,,<DL,,,,,<DL,,<DL,<DL,,,,,<DL,,,
NJ092210,T7749,1,11128,0.101434,0.0177771,143.628,20.2554,0.896695,3.75776,4.71406,0.974078,0.115028,6.09387,56.7925,32.0458,0.202345,0.385867,0.696965,0.213847,0.476843,0.268747,0.572526,0.064834,1.66163,0.0658797,8.0598,0.107185,0.0339855,"2001-01-16 00:00:00","2001-01-18 00:00:00",<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,<DL,<DL,,<DL,,<DL,<DL,,<DL,<DL,,<DL,,,
NJ092220,T7750,1,11129,0.158481,0.0203315,149.515,26.8219,1.50818,5.93263,5.29714,1.70576,0.204358,9.64599,20.9154,41.7473,0.300802,0.616201,2.62537,0.129287,0.295589,0.229902,0.88051,0.0688143,2.74632,0.0881032,12.6717,0.151183,0.0349285,"2001-01-16 00:00:00","2001-01-18 00:00:00",<DL,<DL,,<DL,<DL,<DL,<DL,,<DL,,,,,<DL,,<DL,<DL,,<DL,<DL,,<DL,,,
NJ099210,T7752,1,11168,0.122814,0.0168238,222.635,37.0853,1.53546,0.616313,5.21034,1.10701,0.0807544,2.22019,3.63675,20.3232,0.19067,0.363395,0.865306,0.131226,0.273668,0.417231,0.386387,0.0897271,1.85455,0.0521539,11.8776,0.181137,0.0375732,"2001-02-06 00:00:00","2001-02-08 00:00:00",<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,<DL,,<DL,<DL,,<DL,<DL,,<DL,,,
NJ099220,T7753,1,11169,0.0995141,0.0177512,289.398,125.495,4.45231,1.70734,4.60293,2.21244,0.187732,10.9089,7.79007,40.7846,0.413118,0.434096,2.34907,0.123182,0.592243,0.441089,0.557817,0.0693909,4.36087,0.0650876,15.4166,0.227538,0.0392677,"2001-02-06 00:00:00","2001-02-08 00:00:00",<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,<DL,,,<DL,,<DL,<DL,,<DL,,,<DL,,,
NJ094210,T7754,1,11170,0.0980632,0.015243,213.656,53.1472,2.86822,6.99145,7.38421,2.48969,0.221531,10.6294,9.51721,37.5536,0.372437,0.799749,3.9271,0.143792,0.497938,0.416134,1.06599,0.0670692,3.84428,0.0797716,28.2961,0.233218,0.0370913,"2001-02-13 00:00:00","2001-02-15 00:00:00",<DL,<DL,,,<DL,<DL,<DL,,<DL,,,,,<DL,,,<DL,,<DL,,,<DL,,,
NJ094220,T7755,1,11172,0.121788,0.0137427,352.476,76.7694,4.83173,8.97538,5.23122,3.50959,0.276275,12.9655,22.1778,45.4598,0.587618,0.978573,6.44247,0.17439,0.628846,0.425549,1.4553,0.0682395,7.0988,0.103781,37.2047,0.270588,0.0345936,"2001-02-13 00:00:00","2001-02-15 00:00:00",<DL,<DL,,<DL,,<DL,<DL,,<DL,,,,,<DL,,,<DL,,,,,<DL,,,
NJ004240,T7756,1,20020,0.179899,0.0280576,767.458,353.361,6.44335,2.28752,18.1252,2.45257,0.676684,28.0461,43.3573,120.103,0.678334,0.247567,1.289,0.318537,1.11405,1.15036,1.98879,0.179899,7.86934,0.105629,16.4599,0.51659,0.115531,"1999-10-14 00:00:00","1999-10-16 00:00:00",<DL,<DL,,,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,<DL,<DL,,<DL,<DL,,<DL,,,
NJ004230,T7757,1,20021,0.208319,0.0358582,562.802,401.27,5.70828,2.40933,19.8603,2.62106,0.221979,14.1845,23.2378,126.135,0.744484,0.26296,1.14405,0.26979,1.01769,1.32334,2.45714,0.172461,8.26274,0.122942,17.9905,0.491769,0.119527,"1999-10-14 00:00:00","1999-10-16 00:00:00",<DL,<DL,,,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,<DL,<DL,,<DL,<DL,,<DL,,,
NJ012130,T7759,1,20121,0.21674,0.0302798,363.676,404.953,4.73481,1.65105,7.38349,2.68375,0.215146,14.4355,47.2206,69.8507,0.540255,0.371326,1.36897,0.242238,0.632689,0.698029,12.9661,0.160961,4.8368,0.106776,14.7303,0.398418,0.114745,"1999-10-26 00:00:00","1999-10-28 00:00:00",<DL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,<DL,,<DL,<DL,<DL,<DL,,,
NJ018130,T7762,1,20175,0.30684,0.0370906,1224.66,972.953,15.9725,0.56816,16.0181,5.60911,0.268064,7.89186,43.0082,109.535,0.762043,0.419798,0.0168594,0.504095,2.10742,1.11272,3.67534,0.232659,7.37597,0.158478,21.258,0.645713,0.134875,"1999-11-15 00:00:00","1999-11-17 00:00:00",<DL,<DL,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,<DL,,<DL,<DL,,<DL,,,
NJ018130,T7762,2,20175,0.251204,-0.101156,1519.87,1000.6,18.1053,0.753613,21.2563,7.60188,0.343931,9.5896,50.224,65.2288,0.483863,0.377649,-26.277,0.591763,2.17317,0.932322,3.81021,0.121387,9.11416,0.119701,23.6368,0.571532,0.0792389,"1999-11-15 00:00:00","1999-11-17 00:00:00",<DL,<DL,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,<DL,,<DL,<DL,,<DL,,,
NJ021140,T7763,1,20217,0.203085,0.0329796,1242.98,862.156,11.7164,0.890449,14.1014,4.8966,0.246479,31.1466,38.1522,88.42,0.551974,0.654384,-0.0243007,0.562389,1.45804,1.34522,2.43875,0.173577,6.04568,0.137126,24.3511,0.543295,0.131918,"1999-12-06 00:00:00","1999-12-08 00:00:00",<DL,<DL,,,<DL,<DL,<DL,<DL,<DL,<DL,,ND,<DL,<DL,,<DL,<DL,,<DL,<DL,,<DL,,,
NJ002230,T7764,1,20224,0.407101,0.0335062,1030.15,862.618,9.89774,3.83144,12.2968,8.69151,1.38716,32.4458,50.6614,5035.99,1.65186,1.24141,3.00886,0.470762,1.77918,1.26821,4.21843,0.184284,15.3274,0.184284,44.7107,0.586359,0.125648,"1999-12-13 00:00:00","1999-12-15 00:00:00",<DL,<DL,,,,<DL,<DL,<DL,,,,<DL,<DL,<DL,,,<DL,,<DL,<DL,,<DL,,,
NJ022130,T7765,1,20226,0.140973,0.0285302,680.194,388.683,4.88203,2.07599,11.689,2.13305,0.303763,13.0652,26.7463,56.8759,0.938141,0.255094,1.3426,0.208103,0.726682,0.619274,1.71517,0.17286,9.30925,0.127547,18.887,0.342363,0.12419,"1999-12-20 00:00:00","1999-12-22 00:00:00",<DL,<DL,,,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,<DL,<DL,,<DL,<DL,<DL,<DL,,,
NJ011230,T7766,1,20233,0.125917,0.0265089,550.887,175.787,3.24402,6.27432,9.8265,2.21349,0.652781,16.1025,14.7207,67.2994,0.649467,0.467219,1.45302,0.265089,0.566627,0.664378,1.44142,0.167337,5.36307,0.129231,20.3373,0.268402,0.125917,"2000-01-18 00:00:00","2000-01-20 00:00:00",<DL,<DL,,,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,<DL,<DL,,<DL,<DL,<DL,<DL,,,
NJ009230,T7767,1,20235,0.142898,0.0269919,643.676,314.058,8.49132,1.72113,23.9068,3.63914,0.60176,17.8734,42.0597,1344.19,0.674796,0.27627,0.919311,0.250865,0.647805,0.724017,1.13842,0.160363,5.31104,0.125433,17.3907,0.40329,0.117494,"2000-01-11 00:00:00","2000-01-13 00:00:00",<DL,<DL,,,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,,
NJ009230,T7767,2,20235,0.0666858,-0.0936776,473.628,197.199,5.54445,1.83862,26.4695,3.92493,0.703376,14.4803,44.1237,689.086,0.349306,0.346131,-19.2214,0.190531,0.225461,0.263568,0.619225,0.111143,5.88105,0.071449,18.5752,0.309612,0.065098,"2000-01-11 00:00:00","2000-01-13 00:00:00",<DL,<DL,,,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,,
NJ009240,T7768,1,20236,0.110018,0.0168084,400.956,129.394,2.19578,1.25757,20.7003,2.86965,0.296438,13.5216,32.4554,491.11,0.46605,0.346864,1.02684,0.207813,0.401873,0.585237,1.08949,0.143635,3.4503,0.111546,13.6514,0.313247,0.111546,"2000-01-11 00:00:00","2000-01-13 00:00:00",<DL,<DL,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,,<DL,<DL,<DL,<DL,,,
NJ013240,T7771,1,20256,0.151509,0.0216441,767.645,172.089,2.28526,3.1907,9.53243,1.46278,0.582588,9.69476,12.5897,57.88,0.416649,0.270552,1.22109,0.274159,0.690808,0.714256,1.15796,0.165938,2.89129,0.113632,12.8584,0.272355,0.135276,"2000-01-18 00:00:00","2000-01-20 00:00:00",<DL,<DL,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,,<DL,<DL,<DL,<DL,,,
NJ024130,T7772,1,20260,0.106411,0.00844534,578.337,409.092,1.9931,0.184108,9.66147,1.09789,0.864803,3.42036,5.50636,18.622,0.246604,0.304032,-0.0135125,0.173974,0.374973,0.50672,0.881693,0.158772,1.73467,0.104722,9.24596,0.23647,0.123302,"2000-01-26 00:00:00","2000-01-28 00:00:00",<DL,<DL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,ND,<DL,<DL,,<DL,<DL,,<DL,<DL,<DL,<DL,,,
NJ020230,T7774,1,20282,0.237212,0.0334101,798.501,2427.24,12.183,9.46007,18.6679,4.67574,1.89602,21.9254,24.8838,76.1416,1.02068,0.476094,0.659849,0.324078,1.51348,2.16664,1.28629,0.172062,8.58974,0.13197,21.5662,0.701612,0.128629,"2000-02-29 00:00:00","2000-03-02 00:00:00",<DL,<DL,,,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,<DL,<DL,,<DL,<DL,,<DL,,,
NJ034130,T7775,1,20323,0.218842,0.0244973,681.515,515.423,8.43687,4.2511,9.24691,4.41441,0.310299,7.22017,12.8986,81.4127,0.601,0.672859,4.01266,0.262938,1.29999,0.831275,0.957027,0.171481,4.37032,0.11922,16.9129,0.576503,0.12412,"2000-03-15 00:00:00","2000-03-17 00:00:00",<DL,<DL,,,<DL,<DL,<DL,<DL,<DL,,,,<DL,<DL,,<DL,<DL,,<DL,<DL,,<DL,,,
NJ044130,T7776,1,20396,0.268046,0.0233866,827.885,366.81,7.23365,2.55633,10.7326,3.29031,0.357995,15.1455,28.8662,6508.67,0.638634,0.568474,1.62627,0.429953,1.01282,0.967845,1.72881,0.19249,4.44705,0.118732,13.1181,0.467732,0.136722,"2000-05-09 00:00:00","2000-05-11 00:00:00",<DL,<DL,,,<DL,<DL,<DL,<DL,,,,<DL,<DL,<DL,,<DL,<DL,,<DL,<DL,,<DL,,,
NJ025230,T7777,1,20399,0.295009,0.0220409,847.896,820.938,12.8244,2.09049,7.93302,5.29151,0.247536,8.81974,51.9147,79.4659,0.742608,0.461163,0.818903,0.542545,1.8277,1.00201,1.0071,0.181413,9.41824,0.142418,35.1111,0.510331,0.137332,"2000-05-09 00:00:00","2000-05-11 00:00:00",<DL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,<DL,<DL,,<DL,<DL,,<DL,,,
NJ026240,T7778,1,20401,0.114754,0.0191256,309.835,151.197,2.97838,1.60134,3.73298,1.88822,0.297317,3.87033,20.0489,23.2829,0.229508,0.488573,0.0886734,0.196472,0.551166,0.610282,0.770241,0.140834,1.92995,0.113015,11.9831,0.26602,0.128663,"2000-05-16 00:00:00","2000-05-18 00:00:00",<DL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,,
NJ026240,T7778,2,20401,0.0991056,-0.116492,411.027,340.436,8.08319,3.52433,10.3852,4.62493,0.591156,7.81195,39.3814,25.1311,0.257327,1.03105,-21.6415,0.286885,0.832834,0.394684,0.890211,0.123447,4.00247,0.0782412,21.266,0.269498,0.0695478,"2000-05-16 00:00:00","2000-05-18 00:00:00",<DL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,,
NJ049130,T7779,1,20451,0.387395,0.0285637,1797.73,1260.91,22.6724,5.98945,33.4499,7.73184,0.556992,31.5254,47.4872,442.916,1.03722,0.533784,2.18334,0.38561,2.54395,1.62456,1.72275,0.199946,9.9598,0.142818,31.8503,0.57663,0.137463,"2000-05-30 00:00:00","2000-06-01 00:00:00",<DL,<DL,,,,<DL,<DL,<DL,<DL,,,<DL,<DL,<DL,,<DL,<DL,,<DL,<DL,,<DL,,,
NJ057130,T7780,1,20453,0.163606,0.0289719,269.95,852.284,6.23918,0.547057,7.80877,3.00114,0.397085,7.7389,44.9575,55.4896,0.727705,0.368113,0.40731,0.202803,0.748156,1.11116,1.02935,0.160197,6.77942,0.131226,25.6077,0.494226,0.124409,"2000-06-06 00:00:00","2000-06-08 00:00:00",<DL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,<DL,<DL,,<DL,<DL,,<DL,,,
NJ060130,T7781,1,20458,0.342983,0.133476,459.225,283.51,13.1516,2.00214,9.28588,4.41823,0.302433,7.17392,16.8247,72.0264,1.8788,1.21987,1.39052,0.243298,0.94447,0.929264,1.14384,0.136855,21.1534,0.0489975,22.6436,0.721447,0.0405497,"2000-06-20 00:00:00","2000-06-22 00:00:00",<DL,<DL,,,<DL,<DL,<DL,<DL,<DL,,,<DL,<DL,<DL,,<DL,<DL,,<DL,<DL,,<DL,,,
NJ068130,T7782,1,20502,0.21074,0.130691,280.17,254.358,3.69203,0.82989,6.85313,1.40167,0.194403,7.63074,12.86,43.896,0.374104,0.356134,0.669793,0.176433,0.612616,0.663259,0.491726,0.12579,2.80006,0.0179701,6.18987,0.178067,0.0375738,"2000-07-05 00:00:00","2000-07-07 00:00:00",<DL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,,
NJ068130,T7782,2,20502,0.0833158,-0.114355,167.612,667.18,5.02672,1.00959,9.19414,1.84765,0.166632,8.28257,16.4704,30.9298,0.223809,0.261383,-25.4963,0.155196,0.329996,0.215641,0.12089,0.135592,3.62179,0.0424747,7.69609,0.220542,0.0637121,"2000-07-05 00:00:00","2000-07-07 00:00:00",<DL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,,
NJ018230,T7784,1,20505,1.96431,0.128282,533.812,146.85,11.9895,2.67147,8.15711,3.53897,0.262977,5.79352,16.2854,43.263,0.519541,0.269392,0.610942,0.214872,0.845056,0.731206,0.864298,0.123471,4.42572,0.0288634,8.80333,0.150731,0.0416915,"2000-07-11 00:00:00","2000-07-13 00:00:00",<DL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,,<DL,<DL,<DL,<DL,,,
NJ072140,T7785,1,20506,0.316615,0.13237,785.277,327.527,11.1817,3.8441,8.89563,3.94248,0.52948,10.6701,23.0413,54.5579,0.855039,1.60633,1.60275,0.313037,1.34696,0.937323,1.47933,0.143103,7.92968,0.0769178,32.3985,0.189611,0.0465084,"2000-07-11 00:00:00","2000-07-13 00:00:00",<DL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,,<DL,<DL,<DL,,<DL,<DL,,<DL,<DL,<DL,<DL,,,
NJ023240,T7786,1,20507,0.268955,0.132775,481.906,126.017,7.54607,1.29541,10.5182,3.09639,0.27236,9.60749,17.9417,71.3072,0.81027,0.577062,1.69033,0.257039,1.02475,0.840911,0.883467,0.132775,7.50692,0.034045,14.5781,0.37109,0.0425562,"2000-07-18 00:00:00","2000-07-20 00:00:00",<DL,<DL,,,<DL,<DL,<DL,<DL,<DL,,,<DL,<DL,<DL,,<DL,<DL,,<DL,<DL,<DL,<DL,,,
NJ036230,T7788,1,20539,0.209884,0.140487,295.023,264.217,2.97393,2.01421,9.41264,1.33547,0.377454,6.54196,13.2684,41.2829,0.429925,0.46547,0.739673,0.159106,0.705821,1.04604,0.429925,0.130331,3.95226,0.0203114,5.06262,0.0964792,0.0406228,"2000-08-01 00:00:00","2000-08-03 00:00:00",<DL,<DL,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,,<DL,<DL,<DL,<DL,,,
NJ027230,T7790,1,20547,0.31007,0.144343,404.695,149.546,9.47852,1.45947,10.2555,4.43008,0.420555,9.20943,24.1944,100.719,1.6448,0.99258,2.0208,0.263738,1.79805,1.00684,1.24919,0.155035,18.6042,0.0409863,18.884,0.276212,0.0463323,"2000-08-15 00:00:00","2000-08-17 00:00:00",<DL,<DL,,,<DL,<DL,<DL,<DL,<DL,,,<DL,<DL,<DL,,<DL,<DL,,<DL,<DL,<DL,<DL,,,
NJ048230,T7791,1,20585,0.266765,0.135029,418.096,264.953,8.93826,2.48816,18.6192,3.68366,0.240417,13.3646,23.6778,100.844,0.698199,1.3931,2.62483,0.271705,0.665265,0.872748,1.32559,0.138322,5.44562,0.0889215,40.0229,0.554936,0.0428141,"2000-08-22 00:00:00","2000-08-24 00:00:00",<DL,<DL,,,<DL,<DL,<DL,<DL,<DL,,,<DL,<DL,<DL,,<DL,<DL,,<DL,<DL,,<DL,,,
NJ051240,T7792,1,20587,0.34985,0.146181,1032.14,217.137,8.54094,6.97893,16.2656,3.08624,0.510814,20.2716,25.838,66.8821,0.79168,0.893514,1.59814,0.289078,1.29428,1.01834,2.65426,0.139612,7.43062,0.0558446,20.7791,6.00822,0.0427047,"2000-08-29 00:00:00","2000-08-31 00:00:00",<DL,<DL,,,<DL,<DL,<DL,<DL,<DL,,,<DL,<DL,<DL,,<DL,<DL,,<DL,<DL,,<DL,,,
NJ051230,T7793,1,20588,0.390061,0.150823,908.755,431.32,11.8128,6.59289,16.6079,4.43109,0.542618,24.0087,34.9061,105.888,1.22566,1.0627,1.82722,0.339786,1.92083,1.40075,3.90754,0.154291,12.3363,0.0710777,38.3334,2.26929,0.0502745,"2000-08-29 00:00:00","2000-08-31 00:00:00",<DL,<DL,,,<DL,<DL,<DL,<DL,<DL,,,<DL,<DL,<DL,,,<DL,,<DL,<DL,,<DL,,,
NJ041240,T7794,1,20589,0.228884,0.126994,173.214,18.0449,-0.287951,0.540462,2.16185,0.417898,0.121087,3.23391,2.21205,26.648,0.11518,0.11075,-0.273184,0.0886003,0.189014,0.544892,0.323391,0.10632,0.445955,0.00886003,2.057,0.0457768,0.0383935,"2000-08-29 00:00:00","2000-08-31 00:00:00",<DL,ND,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,ND,<DL,<DL,,<DL,<DL,,<DL,<DL,<DL,<DL,,,
NJ049230,T7795,1,20590,0.334004,0.142443,907.705,275.226,10.7864,2.96347,19.0268,5.08374,0.4568,17.7202,33.3365,169.654,0.887403,0.517379,1.08388,0.263601,1.37695,0.831735,1.43262,0.142443,8.19456,0.0327455,20.795,0.329092,0.0442064,"2000-09-05 00:00:00","2000-09-07 00:00:00",<DL,<DL,,,<DL,<DL,<DL,<DL,<DL,,,<DL,<DL,<DL,,<DL,<DL,,<DL,<DL,<DL,<DL,,,
NJ088130,T7796,1,20633,0.32859,0.153342,457.499,190.245,17.6798,12.4915,23.7663,5.53548,0.417899,14.8995,45.9521,351.945,0.945329,1.14248,8.21138,0.286463,1.12732,1.25033,1.38345,0.153342,8.31586,0.0775136,28.5705,0.291518,0.0471822,"2000-09-19 00:00:00","2000-09-21 00:00:00",<DL,<DL,,,<DL,<DL,<DL,<DL,<DL,,,,<DL,<DL,,<DL,<DL,,<DL,<DL,<DL,<DL,,,
NJ088140,T7797,1,20634,0.43893,0.139213,1124.02,462.678,26.2998,12.955,26.4668,7.98918,0.614174,39.4382,53.1138,516.398,1.28403,1.2349,7.50767,0.656757,3.70142,1.48384,2.58936,0.157229,12.801,0.0999057,44.8789,0.717355,0.0540473,"2000-09-19 00:00:00","2000-09-21 00:00:00",<DL,<DL,,,,<DL,<DL,<DL,<DL,,,,,<DL,,<DL,<DL,,<DL,<DL,,<DL,,,
NJ060230,T7798,1,20636,0.28727,0.149447,298.728,130.999,9.367,1.21716,48.1053,3.45056,0.189299,9.79209,39.7031,241.39,0.984689,0.983028,1.62731,0.293912,0.870113,0.871774,1.20554,0.134502,10.1557,0.0481551,20.8943,1.67879,0.0481551,"2000-09-26 00:00:00","2000-09-28 00:00:00",<DL,<DL,,,<DL,<DL,<DL,<DL,<DL,,,<DL,<DL,<DL,,<DL,<DL,,<DL,<DL,,<DL,,,
NJ090130,T7799,1,20657,0.320084,0.154051,395.397,156.122,8.1356,0.583682,14.7564,3.43191,0.280715,41.4226,53.4214,109.239,0.605934,0.484405,1.00133,0.270445,1.60384,0.855838,2.31419,0.133511,5.92411,0.0410802,22.0532,0.431343,0.0496386,"2000-10-10 00:00:00","2000-10-12 00:00:00",<DL,<DL,,,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,<DL,<DL,,<DL,<DL,,<DL,,,
NJ065230,T7800,1,20658,0.318923,0.156032,242.278,165.497,6.28929,0.847031,84.7717,4.33289,0.212615,12.6215,56.9946,65.4478,0.725292,1.44373,3.50472,0.281201,1.02707,0.754441,1.17967,0.149174,5.13706,0.0565831,18.0654,0.293203,0.0531538,"2000-10-12 00:00:00","2000-10-14 00:00:00",<DL,<DL,,,<DL,<DL,<DL,<DL,<DL,<DL,,ND,<DL,<DL,,<DL,<DL,,<DL,<DL,<DL,<DL,,,
