,aqi_pm25
726783,unhealthy for sensitive groups
469489,safe
86188,safe
356339,unhealthy for sensitive groups
665653,unhealthy for sensitive groups
832591,unhealthy for sensitive groups
329086,safe
842762,safe
589856,safe
1096072,safe
831003,safe
1102613,safe
646982,safe
149888,unhealthy for sensitive groups
37404,safe
24858,safe
331768,safe
28314,safe
682753,safe
1134042,safe
217925,safe
1013942,unhealthy for sensitive groups
1047317,unhealthy for sensitive groups
966546,safe
84134,unhealthy for sensitive groups
999211,unhealthy for sensitive groups
55965,safe
296350,safe
487560,safe
1147520,safe
1055160,safe
979535,safe
1043948,safe
542846,safe
20619,safe
1146457,safe
1123352,safe
930820,safe
366308,unhealthy for sensitive groups
1084880,safe
800925,safe
138159,safe
609478,safe
86786,safe
90800,unhealthy for sensitive groups
758031,safe
595628,safe
110872,unhealthy for sensitive groups
974027,safe
1081364,unhealthy for sensitive groups
410404,safe
1015449,safe
115280,unhealthy for sensitive groups
369261,safe
1000818,safe
403994,safe
818605,safe
140721,unhealthy for sensitive groups
10728,safe
939829,safe
214814,safe
144105,safe
54069,unhealthy for sensitive groups
65763,safe
120242,safe
601549,safe
359009,safe
383850,unhealthy for sensitive groups
762371,safe
103603,unhealthy for sensitive groups
19494,unhealthy for sensitive groups
287501,safe
1052069,unhealthy for sensitive groups
776618,safe
997210,safe
196546,unhealthy for sensitive groups
283753,unhealthy for sensitive groups
976553,safe
75290,safe
844314,safe
667214,safe
1152762,safe
1089223,unhealthy for sensitive groups
54729,safe
923268,safe
687886,safe
1068643,safe
419453,unhealthy for sensitive groups
961704,safe
161411,unhealthy for sensitive groups
278444,safe
141831,safe
63275,safe
196858,safe
389081,safe
240814,safe
1077581,safe
413083,safe
83301,unhealthy for sensitive groups
805535,safe
791453,unhealthy for sensitive groups
768476,safe
22590,safe
911608,safe
17928,safe
1037666,safe
717403,safe
1051397,safe
41901,safe
376308,unhealthy for sensitive groups
451011,safe
118073,safe
656471,unhealthy for sensitive groups
576058,unhealthy for sensitive groups
102858,unhealthy for sensitive groups
999977,safe
952688,unhealthy for sensitive groups
1131786,safe
524404,unhealthy for sensitive groups
1021344,safe
49762,unhealthy for sensitive groups
1054759,safe
1043244,safe
664316,unhealthy for sensitive groups
874377,safe
1095417,safe
532697,safe
1107522,safe
838083,safe
1131258,safe
184477,safe
200589,unhealthy for sensitive groups
1033683,safe
1106056,safe
1059602,safe
716712,safe
997500,safe
1111661,safe
91780,unhealthy for sensitive groups
1093608,safe
318285,safe
237157,unhealthy for sensitive groups
238714,safe
1033708,safe
1056634,safe
926797,safe
96586,unhealthy for sensitive groups
800164,unhealthy for sensitive groups
37881,safe
49883,safe
1086186,safe
1141773,safe
491528,unhealthy for sensitive groups
155586,unhealthy for sensitive groups
503002,safe
678614,safe
1128534,safe
35442,safe
984264,safe
327879,safe
39141,safe
349780,unhealthy for sensitive groups
120676,safe
1001520,unhealthy for sensitive groups
1022048,safe
1041198,safe
867277,unhealthy for sensitive groups
706313,safe
308306,unhealthy for sensitive groups
355840,unhealthy for sensitive groups
698167,safe
1018869,safe
1000297,safe
261643,unhealthy for sensitive groups
1142793,safe
1084445,safe
1063426,safe
772061,unhealthy for sensitive groups
40230,safe
206849,safe
1022328,safe
277038,unhealthy for sensitive groups
365501,safe
784706,safe
415211,safe
324528,safe
294442,unhealthy for sensitive groups
1104176,safe
115831,safe
1054299,safe
14652,safe
193377,safe
1085681,safe
1112254,safe
122121,safe
1118089,safe
1138424,safe
31770,safe
1068878,safe
1156785,safe
1141252,safe
95553,safe
6156,safe
450354,safe
325358,safe
860727,safe
1066655,safe
920228,safe
494178,safe
1120236,unhealthy for sensitive groups
1042365,safe
891238,unhealthy for sensitive groups
1044488,safe
266469,safe
3024,safe
1019995,safe
1119249,safe
1115600,safe
957291,unhealthy for sensitive groups
730580,safe
990283,safe
1165102,safe
858583,safe
352453,safe
904792,safe
241478,safe
1150609,safe
1011976,safe
569969,safe
999890,unhealthy for sensitive groups
1084914,safe
246225,safe
771909,safe
632784,safe
526373,safe
4536,safe
17955,safe
913248,safe
729994,safe
41526,safe
1085917,unhealthy for sensitive groups
369800,safe
1013811,unhealthy for sensitive groups
1058129,safe
722455,safe
17694,safe
936094,unhealthy for sensitive groups
1165754,unhealthy for sensitive groups
570702,safe
61306,safe
675952,safe
166172,safe
1136170,unhealthy for sensitive groups
756008,unhealthy for sensitive groups
828093,safe
954456,safe
907267,safe
631245,safe
1145487,safe
1037901,safe
896305,safe
1001945,safe
449072,safe
648355,unhealthy for sensitive groups
175905,safe
1104245,unhealthy for sensitive groups
220112,safe
572681,unhealthy for sensitive groups
2529,unhealthy for sensitive groups
715644,safe
1144939,unhealthy for sensitive groups
459811,safe
75128,safe
657911,safe
1045628,unhealthy for sensitive groups
1031733,safe
1150284,safe
654757,safe
1052432,safe
1008712,safe
1068808,safe
24453,safe
1128910,safe
832741,unhealthy for sensitive groups
116847,unhealthy for sensitive groups
1047622,unhealthy for sensitive groups
101181,unhealthy for sensitive groups
310857,unhealthy for sensitive groups
1042999,safe
1061662,unhealthy for sensitive groups
1051294,unhealthy for sensitive groups
1086822,safe
87096,safe
136337,safe
1061617,unhealthy for sensitive groups
1056729,safe
1078383,safe
127530,safe
799253,safe
938307,unhealthy for sensitive groups
827893,safe
460776,safe
251875,safe
107186,safe
101459,unhealthy for sensitive groups
936297,unhealthy for sensitive groups
38178,safe
87820,unhealthy for sensitive groups
1095617,safe
1001159,safe
702338,safe
41619,safe
175706,unhealthy for sensitive groups
800758,safe
1135055,safe
207393,safe
1028482,safe
1132800,unhealthy for sensitive groups
1124267,safe
136431,safe
458971,safe
836107,safe
931311,safe
313230,safe
1079744,safe
1079590,unhealthy for sensitive groups
258559,unhealthy for sensitive groups
210800,unhealthy for sensitive groups
1077675,safe
976655,safe
215144,safe
506330,safe
1165046,safe
1138927,safe
978288,safe
2376,safe
12951,safe
299964,unhealthy for sensitive groups
791368,unhealthy for sensitive groups
1136734,safe
559617,safe
999263,unhealthy for sensitive groups
989713,safe
512061,safe
289052,safe
998618,safe
1017233,safe
379778,unhealthy for sensitive groups
124697,safe
992557,unhealthy for sensitive groups
744291,safe
497381,safe
860098,unhealthy for sensitive groups
177176,safe
1083139,safe
993723,safe
697691,safe
627690,safe
25119,safe
1000747,unhealthy for sensitive groups
941449,safe
517754,safe
510535,safe
1025856,safe
223789,safe
91670,unhealthy for sensitive groups
227681,unhealthy for sensitive groups
28611,unhealthy for sensitive groups
1121100,unhealthy for sensitive groups
1002473,safe
1088283,unhealthy for sensitive groups
582115,unhealthy for sensitive groups
621322,unhealthy for sensitive groups
1047431,unhealthy for sensitive groups
789376,safe
491685,unhealthy for sensitive groups
22212,safe
818485,unhealthy for sensitive groups
1001966,safe
385708,unhealthy for sensitive groups
799676,safe
201271,safe
999388,unhealthy for sensitive groups
181552,safe
1031593,safe
461200,safe
1085787,safe
536497,safe
1053137,safe
68660,unhealthy for sensitive groups
558884,safe
273973,safe
480063,safe
88968,unhealthy for sensitive groups
607853,safe
994208,safe
253369,safe
570237,safe
1135889,unhealthy for sensitive groups
968443,safe
1155716,safe
131866,unhealthy for sensitive groups
661934,safe
821183,safe
416985,safe
1028483,unhealthy for sensitive groups
1004122,safe
944968,safe
49411,safe
1102831,safe
570482,safe
303869,safe
260447,safe
306567,safe
1124616,safe
193528,safe
14562,safe
801312,safe
400742,unhealthy for sensitive groups
159597,unhealthy for sensitive groups
215500,safe
1103119,safe
997415,safe
175681,safe
519160,safe
1130372,safe
841816,safe
347806,safe
1046412,safe
69645,unhealthy for sensitive groups
38817,safe
996826,safe
998336,safe
787100,safe
124117,unhealthy for sensitive groups
7551,safe
661102,unhealthy for sensitive groups
74348,safe
395387,unhealthy for sensitive groups
779314,safe
1012332,unhealthy for sensitive groups
1113742,safe
1000857,safe
229199,unhealthy for sensitive groups
32193,safe
25686,safe
293112,safe
941838,safe
671419,unhealthy for sensitive groups
697505,safe
176632,unhealthy for sensitive groups
25002,safe
1001401,unhealthy for sensitive groups
476796,safe
3312,safe
866018,safe
1061312,safe
465304,unhealthy for sensitive groups
1018598,safe
22464,safe
256254,safe
932899,safe
1084749,safe
1020543,unhealthy for sensitive groups
1139967,safe
913468,safe
390187,safe
242615,unhealthy for sensitive groups
970746,unhealthy for sensitive groups
809471,safe
33966,unhealthy for sensitive groups
751595,safe
123701,unhealthy for sensitive groups
672450,safe
871915,unhealthy for sensitive groups
122806,unhealthy for sensitive groups
10881,safe
347048,safe
1072129,safe
209674,safe
163324,unhealthy for sensitive groups
650808,safe
1084915,safe
604516,safe
876099,safe
154118,safe
153710,unhealthy for sensitive groups
249961,safe
1076376,unhealthy for sensitive groups
634942,safe
273989,unhealthy for sensitive groups
389821,safe
1166379,safe
610248,safe
977732,safe
1008226,safe
989624,unhealthy for sensitive groups
231475,safe
776380,safe
941636,safe
15228,safe
199093,safe
864891,safe
630485,safe
1074616,unhealthy for sensitive groups
217345,unhealthy for sensitive groups
82853,unhealthy for sensitive groups
1103154,safe
5598,safe
186735,safe
273154,safe
1075471,unhealthy for sensitive groups
86750,safe
381651,safe
1165904,unhealthy for sensitive groups
2835,safe
135,safe
226537,unhealthy for sensitive groups
421742,safe
13860,safe
1012333,unhealthy for sensitive groups
907316,unhealthy for sensitive groups
1015928,safe
909428,safe
524918,unhealthy for sensitive groups
525801,safe
1069715,unhealthy for sensitive groups
18072,safe
411691,safe
1004061,safe
116220,unhealthy for sensitive groups
63390,unhealthy for sensitive groups
253420,safe
36306,safe
348379,safe
870183,safe
1150469,safe
467036,safe
378478,safe
33516,safe
801349,safe
599060,safe
501743,unhealthy for sensitive groups
794676,safe
1084679,unhealthy for sensitive groups
454307,safe
253544,safe
855807,safe
36162,safe
481859,unhealthy for sensitive groups
519510,safe
1065032,unhealthy for sensitive groups
1125,safe
1060904,safe
452612,safe
14220,safe
1000984,safe
60286,unhealthy for sensitive groups
14139,safe
758556,safe
1039618,safe
1005821,safe
243413,unhealthy for sensitive groups
878720,safe
1091677,safe
1029378,safe
70899,unhealthy for sensitive groups
1000192,safe
923945,safe
25335,safe
397404,unhealthy for sensitive groups
816101,safe
1148717,safe
39807,safe
588780,unhealthy for sensitive groups
180681,safe
808081,safe
1063296,unhealthy for sensitive groups
503540,safe
1150668,safe
24507,safe
240270,safe
811340,safe
40788,unhealthy for sensitive groups
92244,unhealthy for sensitive groups
997028,safe
928843,safe
1008181,safe
34596,safe
1105774,safe
403263,unhealthy for sensitive groups
272694,unhealthy for sensitive groups
708563,safe
838372,unhealthy for sensitive groups
1165722,safe
79408,unhealthy for sensitive groups
1068982,unhealthy for sensitive groups
91584,unhealthy for sensitive groups
352306,safe
3636,unhealthy for sensitive groups
103268,safe
278310,safe
945269,safe
623028,safe
240839,safe
1155761,safe
899616,safe
38025,safe
980112,safe
227299,unhealthy for sensitive groups
1022624,safe
23742,unhealthy for sensitive groups
235751,safe
7317,safe
710271,safe
1061773,unhealthy for sensitive groups
10188,safe
291773,unhealthy for sensitive groups
1158675,safe
56437,safe
423978,safe
187170,safe
1075026,safe
720,safe
781623,unhealthy for sensitive groups
410631,unhealthy for sensitive groups
731478,safe
23247,safe
1122409,unhealthy for sensitive groups
14472,safe
1011480,safe
866974,safe
588289,unhealthy for sensitive groups
1072399,safe
993828,safe
1068192,unhealthy for sensitive groups
239220,unhealthy for sensitive groups
591872,safe
127175,safe
8649,safe
361353,safe
1040298,safe
60629,unhealthy for sensitive groups
18927,safe
61941,safe
495482,unhealthy for sensitive groups
524118,safe
663824,unhealthy for sensitive groups
1014012,unhealthy for sensitive groups
1044277,safe
177127,safe
1094333,unhealthy for sensitive groups
82419,unhealthy for sensitive groups
439118,safe
729170,safe
574037,safe
941502,safe
1004227,unhealthy for sensitive groups
1128475,safe
836343,safe
1164046,unhealthy for sensitive groups
1092384,safe
1142292,safe
754334,safe
591889,safe
947583,unhealthy for sensitive groups
583397,unhealthy for sensitive groups
1083669,safe
1119670,safe
1018163,safe
1069473,safe
38043,safe
1046917,unhealthy for sensitive groups
1104175,safe
929167,safe
167071,unhealthy for sensitive groups
1119110,safe
1000748,unhealthy for sensitive groups
