,no2
885832,14.0
400113,31.8
637420,55.7
895003,28.1
290748,46.5
532210,36.7
717773,33.0
700052,12.4
475387,66.4
162407,30.8
377045,40.5
181668,4.0
609168,9.6
445400,30.4
606334,20.9
455802,18.0
870735,24.8
324179,10.9
1013762,9.0
565979,7.4
1002298,28.6
830483,26.0
890971,3.8
133867,6.1
569458,19.7
414822,20.0
950945,6.5
294328,20.0
247379,24.7
97299,39.3
604649,45.2
946818,41.5
503931,4.2
558139,0.9
71918,28.0
714494,10.8
702979,8.4
25326,0.8
273339,15.5
468295,17.9
16137,7.7
525488,32.0
602294,18.2
224741,27.0
186792,6.2
411340,17.6
870538,12.8
473441,22.6
806626,32.0
54005,34.0
476343,20.8
452660,8.2
187023,2.3
220950,10.8
166216,9.9
246727,13.1
59936,13.0
1034966,8.5
271983,5.7
292479,22.3
429446,24.8
628720,19.3
944190,45.9
687174,13.9
287068,6.8
547105,5.8
412841,39.3
763376,32.2
1046745,6.0
936325,18.3
731691,11.1
634996,11.7
1043678,6.4
759573,13.3
436647,5.2
945637,14.5
692656,11.7
542703,10.0
725986,16.2
77907,5.0
34875,5.2
1045722,2.8
919512,11.8
979806,25.1
27018,9.7
786843,15.4
13437,2.6
393412,25.4
653896,13.7
171521,25.1
71541,8.0
154548,17.1
356344,45.7
627935,9.0
32238,5.5
528193,23.2
594441,17.2
430137,4.7
705136,34.7
469167,4.4
839015,2.5
407877,18.6
104028,22.6
458384,19.4
710549,15.4
842295,5.0
437701,8.4
348943,19.4
15840,2.0
25101,9.9
306377,21.8
585569,2.3
180343,10.3
1036876,23.8
336483,3.2
885353,3.0
892168,13.5
760207,15.4
991597,19.9
243715,5.6
2115,15.0
67034,29.0
931185,15.5
1001756,4.5
226322,17.4
589428,12.1
193056,12.7
984235,10.8
815753,25.5
317319,22.4
986511,8.8
642101,32.1
62911,18.0
315969,15.5
552511,14.8
596922,3.2
362839,34.0
914368,12.8
877014,17.4
856467,10.6
26199,15.7
366159,7.4
712388,31.1
379405,25.3
232300,5.9
362317,15.0
109824,15.2
749939,6.9
620934,14.1
721007,10.5
129770,6.9
371912,2.5
61084,8.0
769238,38.0
764900,35.3
720239,28.3
690717,28.7
74269,12.0
154728,25.7
761127,10.1
697016,9.3
196658,4.6
637700,37.7
438384,12.5
1045064,5.2
551331,24.2
838763,6.8
536988,8.7
111642,20.0
302324,17.8
719231,2.0
894776,13.2
629524,24.3
616026,10.3
415628,35.4
500424,8.8
74122,22.0
266995,2.0
268053,39.5
1037837,11.9
762399,9.0
663927,3.6
513539,35.4
268954,39.1
46165,42.0
278977,17.6
763483,6.9
790620,25.0
542331,35.4
1033351,5.4
446661,28.9
99195,37.6
610199,13.3
231351,13.6
554256,6.2
188351,8.4
1020552,12.8
929732,12.8
925646,28.1
904119,11.1
16191,1.0
897579,20.4
416920,28.0
735348,2.1
873180,50.0
173239,2.4
275970,19.4
668294,3.1
939433,39.5
818270,10.2
59208,5.0
369349,8.0
858042,7.5
447990,27.8
595573,0.5
662985,4.4
761126,10.8
746495,8.5
569527,8.3
500769,8.4
808419,17.3
840899,16.7
35163,14.7
990201,4.5
299889,33.7
224366,18.5
849301,16.1
762834,12.7
989679,45.2
8712,3.5
4419,4.0
715208,20.4
453553,17.8
743958,2.1
67262,10.0
627939,15.8
497295,11.8
764736,17.8
1000460,2.8
555762,18.2
593961,26.1
626047,4.8
9657,1.2
27189,8.7
636301,26.5
151945,18.2
292581,25.1
170293,44.9
713818,22.6
880776,7.9
22644,1.0
6453,34.5
402121,29.1
810250,34.2
113046,38.0
89052,5.0
771872,10.0
468109,12.7
682002,21.3
706624,22.9
318738,12.7
519293,3.9
371680,5.1
253184,25.0
110893,67.0
307309,39.3
39225,15.0
888879,11.7
760602,6.9
585078,18.8
127517,17.3
277220,28.8
449665,10.0
761811,6.2
824312,5.6
1046192,26.4
459930,28.3
612476,19.9
765782,25.0
183770,4.9
928834,18.7
53339,19.0
851636,39.8
761809,6.1
594210,20.5
1045779,12.7
857979,9.4
982660,3.9
923040,24.2
397658,18.9
862592,11.9
993173,26.8
950009,17.9
977983,11.2
15948,1.8
1040958,3.1
476969,38.6
151481,12.2
450986,17.4
655246,20.2
534377,24.4
29565,8.3
177186,8.2
188233,5.6
15174,4.8
283911,30.9
724161,5.4
517187,21.1
336509,22.5
131298,11.8
308808,7.5
852158,27.2
127339,1.6
860789,10.6
701145,15.3
603640,11.6
421330,37.9
260757,5.3
601930,29.0
1041941,9.9
1014475,26.7
239909,5.0
900016,11.4
271312,57.3
293502,33.0
448319,2.8
625554,20.0
535206,34.9
36651,10.8
702621,20.5
284582,14.8
181186,26.5
868023,11.3
688270,15.7
469180,14.6
913016,11.5
611611,34.7
373314,22.5
1012664,9.8
932803,4.6
480309,13.7
892420,36.8
117218,8.6
839418,4.9
38792,45.0
131931,12.9
317444,7.8
997608,1.5
224690,15.2
904560,9.2
927619,7.7
999166,38.1
873806,18.7
154036,8.8
788948,26.8
759122,21.8
1029501,12.3
646634,20.8
983758,19.9
630893,8.6
45423,29.0
329523,4.3
465252,8.3
326974,16.0
231270,29.3
762153,5.4
723347,10.7
219799,20.4
719984,14.7
637531,25.0
798405,9.3
683010,12.6
866549,6.5
763317,15.2
697987,4.6
504642,27.9
653948,6.2
9936,2.1
804576,1.7
699801,6.9
15660,10.5
148055,7.4
317967,17.3
893550,5.1
761217,9.2
985866,4.2
659197,36.7
1009643,40.7
871525,11.2
389718,24.8
841223,22.0
395771,40.3
830395,12.0
464610,15.1
359878,13.1
524652,11.3
210433,19.6
325784,16.8
506322,8.0
614772,10.2
886782,7.5
842954,12.1
193798,5.1
490245,34.7
63184,3.0
392498,24.7
401755,14.7
921944,36.4
1016133,20.7
607184,27.6
179023,4.5
543817,20.1
5625,4.9
83834,9.0
469698,7.1
759554,20.8
196889,10.0
925220,10.8
479477,8.9
71274,14.0
381843,9.1
946915,40.4
837323,8.3
784944,33.0
364229,15.8
37641,18.0
939404,23.6
1046537,6.8
301039,25.2
763443,9.5
31302,2.8
167723,73.0
397928,12.1
144523,23.1
6255,13.2
385461,21.9
470634,10.9
92467,18.8
989378,6.5
228818,36.1
919651,35.3
577920,25.2
828669,25.2
759669,23.9
432399,21.1
1710,8.0
926272,8.7
661018,9.6
129995,4.4
959036,3.1
660324,49.7
928296,19.4
27576,13.1
847246,34.0
362321,8.2
162570,24.8
115510,29.0
597423,26.7
869816,8.5
806025,20.2
385864,9.2
886109,10.4
428251,2.4
761749,14.2
593986,13.6
355500,31.8
386530,20.1
455343,12.4
764091,6.1
525815,36.2
202726,2.9
1045930,24.5
397576,19.0
246656,1.0
362550,16.7
192127,9.8
968353,10.4
799758,12.4
390044,4.0
390920,13.5
965637,38.4
224601,26.2
948157,36.0
643071,9.3
833878,18.6
462045,30.9
477482,49.8
529212,16.5
182712,10.0
910256,21.1
696201,13.6
427153,31.8
678543,12.7
574019,48.6
486654,4.6
1010750,5.4
226571,35.8
1009932,5.4
680535,15.0
600834,12.7
165443,10.7
669701,4.5
434674,12.3
650508,20.6
863499,10.1
371646,9.7
663595,20.4
688617,14.1
25713,3.5
759331,41.6
880063,3.4
168148,12.4
463811,25.4
492163,24.5
381817,1.7
1030225,28.3
764160,3.4
764884,5.9
305319,9.6
98852,26.8
13653,2.9
55991,7.0
661435,1.6
443966,4.6
838473,3.1
1026723,29.1
1031403,3.8
1043363,10.3
261113,9.8
822629,7.3
980955,40.9
551847,27.2
463619,38.2
369649,6.2
605657,5.8
723372,7.3
686183,19.7
763063,12.5
1005514,4.6
1046475,29.3
511034,16.9
319478,6.8
502134,14.8
82199,33.0
161355,59.3
28404,5.0
763070,11.9
963308,15.9
304177,3.8
521454,29.2
682674,28.5
983461,3.9
764646,10.6
174434,8.4
279293,17.3
930328,27.5
960980,5.7
424156,6.1
602528,2.4
77589,27.0
863852,16.3
896007,9.6
327624,36.0
283215,56.4
405646,21.9
461454,29.7
345254,6.1
249261,9.2
427238,27.8
788607,14.9
602869,7.6
624599,13.6
1015892,20.8
627331,3.4
198075,4.1
919588,45.8
157165,38.1
928690,7.7
48930,51.0
339972,15.8
1030865,2.5
981929,4.5
311346,11.4
442926,6.5
1032186,6.9
1038764,3.5
315546,2.5
756445,17.2
586135,21.1
383296,11.8
898188,5.2
340684,15.9
522243,17.1
766185,13.0
985344,19.4
806160,36.5
286698,37.8
1046714,47.3
832861,30.0
759131,27.6
345151,9.4
367120,22.2
771183,26.0
391690,12.6
651041,36.7
997493,22.4
745889,9.8
652352,29.6
80548,25.0
483705,19.4
709553,27.9
216366,22.6
910285,11.2
396844,43.3
151716,23.7
566095,7.5
542651,13.8
468839,24.3
610852,10.1
3492,6.6
754421,39.2
149000,17.6
674796,16.4
135991,1.6
1015161,10.1
375924,12.9
648051,8.8
177518,3.0
667672,7.7
988236,9.4
888160,6.7
318119,4.3
494617,6.7
12375,0.7
119665,10.0
420799,37.0
902800,24.6
775556,20.0
622060,11.7
611447,6.5
930900,9.4
78943,7.0
648811,3.8
27585,11.6
827047,14.6
899289,6.3
759093,29.8
1001938,9.6
479309,14.6
217897,26.5
381360,21.8
590486,28.9
192759,10.9
1009805,11.6
389059,24.2
627964,13.0
318856,10.7
704093,16.0
177694,2.3
782237,19.0
137049,16.7
1045383,22.4
897520,19.8
227498,28.1
629007,25.9
913986,11.9
922410,14.0
1037315,21.7
227623,31.7
270142,45.9
47531,15.0
267679,21.8
183347,24.4
379029,9.9
457797,33.9
497517,16.0
269162,5.1
60039,6.0
507869,30.8
573750,25.2
114138,14.2
774367,29.0
639686,49.0
887038,21.0
991525,32.6
673631,1.9
1024440,18.1
963,1.0
413760,16.1
127700,3.2
4239,1.8
21330,10.8
51889,23.0
550328,43.2
326923,8.6
22149,1.9
273879,29.2
484472,43.9
928618,9.9
244577,13.3
294170,10.3
350845,16.4
558603,15.4
382767,0.1
734991,2.8
1036847,22.2
565413,6.4
167205,23.0
763507,15.2
224526,18.6
860436,13.0
553165,14.7
267511,5.7
261040,7.2
430365,4.7
730313,6.8
724338,21.9
768671,44.0
294320,4.6
928431,20.5
374585,3.6
800565,5.5
151399,9.7
21186,5.0
381163,4.1
233030,54.0
261813,14.7
322616,15.8
474444,33.0
30141,9.1
329712,15.3
841773,4.8
242283,22.3
566725,19.6
654853,3.1
756420,13.4
1029035,2.7
196638,4.8
265799,13.3
861067,27.3
22932,18.0
820420,19.0
760561,20.2
755773,34.4
348237,6.7
345717,15.5
537071,46.0
242635,2.3
30870,9.7
404004,13.4
374233,6.4
276330,5.8
658222,7.4
291384,29.3
313962,14.9
235984,8.2
333901,34.1
342936,7.3
681711,19.6
322801,7.5
914490,2.9
250469,3.2
732208,10.2
291583,21.2
4455,2.6
78130,22.0
862680,4.7
353461,16.0
867150,17.0
846195,21.2
573869,39.0
42224,17.0
650176,4.6
121234,28.5
718894,12.7
427540,1.1
47883,54.0
520498,14.7
28062,5.5
924552,7.6
663178,11.4
15597,1.2
281494,16.7
759883,4.8
570763,32.3
555585,19.1
1039052,5.9
464791,12.7
949937,50.1
50629,34.0
11439,6.3
369066,20.7
726788,15.6
397486,57.6
502927,12.0
1015093,10.1
589522,14.5
876787,22.1
989459,21.5
1030962,41.1
531690,18.7
233326,22.7
427363,8.0
284779,37.5
792384,24.0
1041322,39.2
424440,18.9
474547,11.4
591638,20.5
817454,19.4
866385,8.2
494462,22.9
517285,15.8
1030717,3.1
998569,25.1
250309,6.4
614718,13.4
625853,13.1
1043176,35.7
139263,50.0
237328,43.2
373671,12.3
739610,23.2
804081,9.8
762419,7.3
464665,46.5
866671,3.9
376844,13.7
950153,28.6
980272,1.8
274766,22.8
358361,45.1
30105,10.2
272151,23.9
1011220,1.3
432352,3.2
161518,86.1
850634,8.8
140181,33.0
423557,9.5
588248,14.8
993772,49.0
966069,24.2
981244,17.1
502949,15.4
410474,22.3
730080,6.0
523691,11.0
8118,1.7
42762,7.0
686736,16.5
229417,41.0
577114,13.4
689955,31.5
806097,34.0
380373,0.6
26208,13.9
207624,15.8
781330,40.0
824224,50.0
906883,34.5
936379,38.8
729128,10.7
963054,10.0
12411,9.7
957028,10.7
575700,27.3
160790,16.0
615201,6.3
128195,3.0
794490,6.6
1015460,2.8
465019,41.5
640883,21.7
59560,20.0
598757,13.0
356265,36.8
285009,15.4
559260,7.1
753102,5.8
877354,15.1
678711,14.0
1019429,13.5
799821,9.6
570848,7.5
385822,6.4
877451,23.9
43991,20.0
459589,37.1
44060,6.0
503998,13.2
1031475,6.5
409705,32.4
915352,3.1
996240,29.9
762595,6.4
313978,9.2
333359,22.7
486477,1.2
555464,24.8
420866,43.1
364596,8.6
60949,28.0
675136,26.9
982919,3.0
761500,9.8
690787,34.3
368171,39.7
923422,43.9
224905,33.3
763733,3.2
409825,42.3
579016,19.2
1032699,5.6
1043354,4.9
593822,30.2
377837,17.8
710077,10.0
572945,2.1
18828,0.7
39098,24.0
224105,15.2
796422,12.8
859621,29.3
343494,27.2
274716,24.7
71046,15.0
435522,7.6
808264,13.9
921242,22.9
15552,2.3
198088,3.9
173346,7.0
85167,9.0
457306,37.5
675181,35.6
760937,18.7
333602,40.5
208423,49.6
786074,40.7
1026375,7.4
180648,34.5
402678,27.3
96942,16.6
490679,18.7
192902,11.6
910033,15.2
275835,31.5
320306,8.4
299193,8.4
403140,21.1
963765,27.1
898474,19.9
562276,18.8
407668,21.4
311044,37.1
170775,6.7
177534,5.2
695131,16.9
588014,13.9
174021,24.4
1023292,11.4
1359,12.0
631057,3.8
368588,10.7
600399,20.7
727034,23.9
933057,5.5
206641,32.6
601446,16.7
416862,33.7
857315,11.2
201245,33.7
988605,7.0
598311,21.0
939827,13.6
1018824,18.3
188771,7.4
43443,32.0
233268,13.8
304226,4.0
718238,19.9
768041,35.0
252304,17.5
1034168,26.4
842367,15.3
603717,1.5
70811,6.0
32661,3.7
910625,6.4
914049,9.9
957223,7.1
969764,12.9
504428,1.2
77035,5.0
48398,32.0
329197,54.8
213294,13.7
155743,23.7
313434,6.5
559794,13.8
525487,53.8
764878,17.9
756772,29.0
51434,15.0
1031826,5.2
392360,23.5
506642,26.1
91272,12.0
863697,10.6
548094,24.3
15444,5.1
140709,21.1
183723,20.1
1001531,60.0
8064,15.8
863634,10.5
896482,22.0
345479,21.4
733901,17.1
929160,1.8
365391,8.4
367107,16.0
110136,11.5
382173,12.3
171954,37.0
814468,46.6
844664,5.9
550758,2.5
921654,3.7
367803,44.1
454084,22.9
445396,19.2
1034177,7.5
553170,15.6
993317,30.7
54177,18.0
684858,6.3
2133,3.0
80712,22.0
646233,17.6
1041970,7.4
614037,15.8
444515,14.9
453912,8.3
461261,21.8
759098,27.4
30042,32.1
365635,28.2
638717,11.8
838826,17.7
902825,21.3
420774,8.5
761545,10.7
118895,22.2
239245,1.2
615907,11.9
527489,12.9
922124,21.7
153056,31.2
226932,22.7
99187,28.5
73590,14.0
831331,23.2
1036440,15.4
78083,21.0
34245,9.7
752770,7.0
232854,39.5
760725,22.5
640591,26.6
812939,8.4
442391,4.7
614075,27.3
977424,32.6
274199,18.3
622716,14.2
508230,15.6
310314,1.9
1025194,11.1
327444,34.4
10755,4.1
486391,11.1
259555,6.1
150590,9.2
1007938,4.6
659300,9.0
312415,20.8
863155,6.5
27180,7.8
232351,19.1
510570,18.0
114928,13.0
236807,1.3
864781,12.1
27126,3.1
6426,2.5
14211,16.3
362822,4.8
10683,11.7
447775,9.0
1016911,11.5
960120,26.8
937739,7.6
623527,40.1
777859,15.0
689184,6.9
588920,16.2
288120,33.5
920873,5.5
65478,10.0
234414,4.7
852725,26.1
630561,18.6
759134,13.6
162244,17.7
883868,36.7
1011211,24.1
1035576,14.3
49516,13.0
625338,11.8
477343,7.6
827018,10.4
894092,24.4
314338,28.8
88118,23.0
696069,20.9
702141,7.1
300224,8.3
24642,3.3
760495,32.2
218413,15.4
318139,2.5
312293,16.0
666521,18.6
43748,15.0
194619,8.9
787628,16.3
24678,11.1
473277,28.4
918920,20.9
75002,9.0
264084,49.1
651499,7.3
474957,29.3
740841,15.8
834206,23.6
54563,37.0
149947,33.4
872634,30.0
189471,11.1
230344,16.4
719932,22.5
688456,7.9
649585,4.2
318843,5.3
300576,13.0
927695,18.6
884242,14.8
398808,23.9
585951,18.2
8901,22.0
211788,8.3
77748,24.0
9351,7.0
944449,4.8
341380,16.5
510899,29.9
5220,11.8
46634,17.0
690942,33.1
1044447,26.1
67151,9.0
938396,31.2
226462,20.8
605837,30.7
867771,11.1
812590,35.1
411943,33.8
901226,40.9
760163,10.7
881100,15.3
132459,3.8
398881,32.4
192775,17.0
712552,30.2
473777,9.6
104712,39.0
305631,17.7
433426,32.7
424850,19.3
640592,16.4
753253,2.5
10827,7.6
583093,21.6
1025113,45.3
324114,13.6
637211,13.3
232493,37.6
661173,20.1
634359,4.4
234861,9.5
884866,12.2
225348,21.6
553649,2.3
533366,16.1
12006,9.2
196499,11.5
976102,7.0
673963,3.1
442623,11.0
202289,19.3
164686,11.6
28098,13.6
869791,43.8
171323,23.7
926301,15.3
37903,16.0
870601,12.0
33246,9.4
546298,9.5
128250,19.0
959866,4.4
732048,10.4
110261,9.2
115862,32.0
380710,16.3
156321,42.0
763153,25.3
733328,3.9
281992,32.6
324290,16.7
501298,16.5
695148,30.0
809166,16.8
1039268,5.7
696152,11.4
510451,15.2
459273,29.5
868615,3.1
261744,22.3
692446,8.2
1045897,6.9
366146,10.0
735746,16.2
449381,8.0
496899,8.3
400164,26.0
280049,12.2
741333,8.4
552477,9.9
913772,16.4
509442,36.2
465512,21.0
128074,39.9
382149,4.1
384955,36.0
1036368,12.9
624886,9.1
1045473,39.9
279942,11.2
920243,29.0
241707,17.7
553955,7.2
52245,15.0
490109,2.7
762383,7.1
528461,6.8
27207,19.6
15813,1.2
363294,10.1
1022165,21.5
26406,24.1
990397,6.2
208951,39.6
590403,2.5
121405,7.3
77666,26.0
67578,24.0
675049,27.7
994978,5.2
253315,13.3
792623,8.6
873747,38.6
600072,25.7
153894,8.9
329402,21.4
115314,35.9
323762,18.3
915424,8.7
166885,11.7
440447,10.6
34461,2.7
585565,16.3
538891,27.4
458173,23.3
1024724,29.4
1041034,38.6
173935,7.4
546101,5.1
36342,10.8
515565,44.7
108412,24.0
556893,13.7
608242,37.8
697306,8.0
126404,1.9
580405,7.1
813056,5.9
772758,17.0
264490,54.4
985319,7.3
878769,26.2
573266,16.3
998281,19.8
760640,10.2
914179,21.2
64270,8.0
1018511,17.4
640813,12.7
1034355,4.5
84894,28.0
131302,17.6
578768,23.8
798875,6.4
35901,9.7
249312,9.1
1008165,26.7
669822,7.3
591591,23.9
338122,13.4
574911,9.3
486490,9.7
748960,23.8
642609,23.2
644894,16.1
907257,6.2
818774,31.3
712321,43.5
88926,16.0
1046789,6.6
579445,24.9
928728,4.8
151102,43.9
5058,3.3
803631,3.7
1042355,29.3
544311,20.0
520379,10.9
95027,15.0
781326,16.0
205117,4.3
1039018,17.4
922439,14.0
54852,30.0
87400,40.0
835282,46.5
591260,6.1
231446,57.5
888479,9.2
369268,15.9
428901,48.2
319740,9.7
170690,37.9
142639,19.4
630495,12.8
875716,3.2
826703,26.1
736940,7.7
762115,5.2
704160,28.5
248061,17.7
803728,16.1
305152,9.7
394385,4.0
765277,21.0
383316,8.0
950225,36.0
581118,7.4
341843,12.6
136851,2.3
513658,25.0
254186,14.5
676983,9.9
188901,2.8
821727,6.1
355963,12.2
317718,7.5
306150,24.8
92939,18.7
397293,5.6
449974,14.7
933442,3.3
721166,5.8
309999,10.0
319912,2.9
173969,36.4
221306,7.5
216789,51.4
958667,9.1
564409,1.7
19188,7.1
762495,3.9
700876,20.9
1028099,46.0
335101,19.4
149481,22.1
401466,6.9
901255,46.0
13527,14.2
900432,17.2
814199,18.9
371009,2.7
663485,13.4
760789,16.6
129516,12.7
680620,4.6
848894,5.0
820958,14.5
540370,15.6
775430,12.0
1005010,2.1
186813,32.9
598295,15.1
268225,34.8
977796,43.1
856316,24.4
853670,42.9
505768,5.6
582802,21.7
214519,24.3
464450,33.2
405543,64.7
954313,3.8
395253,8.4
828561,22.1
691937,16.3
706473,16.9
896419,5.7
847589,7.5
492101,3.3
25632,0.4
751783,24.5
584659,16.7
615037,9.2
676966,3.3
217242,23.3
24966,20.6
1018943,30.5
903464,15.2
313333,28.1
620420,19.2
423697,17.6
975000,33.3
146094,5.8
119824,19.0
687104,4.6
423873,24.6
707593,18.2
867447,7.8
642997,26.0
1044570,11.8
175968,2.1
920394,9.4
287055,8.2
309369,16.5
762792,7.3
629313,30.5
993508,17.1
457613,20.1
401777,20.8
846880,7.6
376352,4.3
760002,25.7
94181,44.6
413881,26.7
576616,9.6
621422,5.0
82819,37.0
177257,34.6
206289,6.5
871718,24.7
446130,14.2
779599,21.0
853443,15.4
946861,36.3
631398,14.4
908744,20.1
601219,15.7
818135,15.4
5328,16.8
897680,48.3
755479,16.6
806185,18.0
486362,16.0
760642,9.7
398596,9.3
297029,8.0
63851,8.0
417677,14.6
590087,36.6
226814,15.2
956120,12.7
90026,29.0
805845,25.0
475306,71.2
485214,18.3
625663,10.3
189130,12.4
561101,6.5
346347,19.2
36639,1.0
576285,6.4
367928,31.2
792812,13.3
511559,15.7
763715,21.0
36531,12.7
974975,32.6
544286,6.6
328882,32.4
665992,2.0
815627,7.0
949946,17.8
677636,15.2
454439,22.3
469323,16.7
669168,17.1
708504,17.4
48909,29.0
349458,51.4
427893,5.0
941979,3.2
480351,22.5
814174,28.6
346213,33.3
689016,7.1
751300,40.3
184638,16.6
1006929,6.7
300580,8.3
699696,15.4
157814,17.4
395648,37.2
432386,12.7
200450,4.3
581134,19.9
91775,13.0
545154,42.1
582064,23.8
570743,13.1
178455,36.2
495,9.0
820029,7.6
225014,32.0
222523,56.2
9063,12.4
855148,37.9
628408,16.6
7263,2.3
191467,17.4
205777,33.9
662145,25.2
613743,15.2
232527,16.4
513207,24.1
377321,19.0
921658,15.1
452854,6.6
333230,26.2
238492,49.8
480518,23.1
184071,4.2
181877,5.4
262396,36.4
404519,20.4
23211,3.8
96964,25.0
557016,8.5
644070,39.7
353729,11.1
689475,17.3
974580,21.0
163505,26.5
184470,16.6
182467,5.3
166872,4.9
18351,1.7
69579,4.0
