,aqi_no2
1031792,safe
737276,safe
465326,safe
285885,safe
869627,safe
487490,safe
678879,safe
797460,safe
474276,safe
833844,safe
463984,safe
584876,safe
154401,safe
617320,safe
6462,safe
27315,safe
300756,safe
597007,safe
124205,safe
594563,safe
366126,safe
132022,safe
224530,safe
261265,safe
331518,safe
168099,safe
797208,safe
1004312,safe
247907,safe
347084,safe
904371,safe
6678,safe
795792,safe
301163,safe
766403,safe
1011292,safe
385880,safe
5436,safe
154938,safe
907324,safe
414590,safe
897226,safe
293131,safe
155755,safe
705275,safe
214038,safe
347721,safe
25695,safe
30447,safe
636845,safe
432019,safe
137221,safe
73418,safe
229203,safe
119071,safe
764622,safe
779649,safe
158753,safe
614873,safe
584733,safe
619146,safe
575749,safe
164437,safe
14742,safe
115142,safe
955378,safe
668823,safe
170271,safe
616013,safe
685997,safe
473671,safe
409074,safe
770578,safe
746180,safe
554135,safe
760925,safe
916874,safe
883553,safe
363806,safe
725818,safe
539516,safe
103861,safe
572831,safe
218950,safe
56463,safe
29439,safe
907009,safe
887063,safe
194759,safe
1044339,safe
97836,safe
196175,safe
99790,unhealthy for sensitive groups
339208,safe
308799,safe
260485,safe
526508,safe
522395,safe
788796,safe
208938,safe
238316,safe
512296,safe
501518,safe
103779,safe
882301,safe
919361,safe
665336,safe
987250,safe
131084,safe
5760,safe
864012,safe
454810,safe
651507,safe
675725,safe
96742,safe
251189,safe
348284,safe
865789,safe
345198,safe
856656,safe
587291,safe
827724,safe
484665,safe
428393,safe
8730,safe
122089,safe
953299,safe
14490,safe
866889,safe
711969,safe
690672,safe
206285,safe
108579,safe
563132,safe
303597,safe
830924,safe
1043210,safe
458687,safe
783842,safe
44474,safe
92820,safe
343334,safe
703594,safe
250772,safe
645397,safe
769641,safe
373780,safe
221537,safe
1001612,safe
134763,safe
310687,safe
529863,safe
298648,safe
713671,safe
3618,safe
323182,safe
700388,safe
522416,safe
492782,safe
267193,safe
13644,safe
702036,safe
930011,safe
13149,safe
814165,safe
564959,safe
857349,safe
197912,safe
818068,safe
17037,safe
586052,safe
737427,safe
888135,safe
947995,safe
394772,safe
857353,safe
146270,safe
421883,safe
352494,safe
733410,safe
58856,safe
998506,safe
374800,safe
839141,safe
562713,safe
773955,safe
830487,safe
834992,safe
563500,safe
353733,safe
454646,safe
594965,safe
62963,safe
662226,safe
240244,safe
822604,safe
962703,safe
722228,safe
999263,unhealthy for sensitive groups
1008633,safe
1031644,safe
242423,safe
1016873,safe
264419,safe
582670,safe
604337,safe
35730,safe
645296,safe
322931,safe
354579,safe
1030221,safe
142393,safe
922385,safe
198238,safe
227318,safe
517002,safe
179756,safe
921251,safe
391791,safe
650725,safe
238312,safe
984071,safe
417874,safe
598249,safe
565585,safe
639358,safe
516749,unhealthy for sensitive groups
967993,safe
103013,safe
1003932,safe
391276,safe
1010500,safe
763412,safe
348804,safe
625108,safe
346917,safe
539664,safe
431315,safe
506613,safe
686165,safe
398727,safe
838880,safe
28629,safe
4752,safe
218782,safe
11187,safe
787599,safe
854707,safe
705741,safe
1030365,safe
711244,safe
968933,safe
946636,safe
943394,safe
1005102,safe
813090,safe
206864,safe
498117,safe
694169,safe
238114,safe
892924,safe
729213,safe
765115,safe
806286,safe
899793,safe
3861,safe
586303,safe
279264,safe
24417,safe
495897,safe
910058,safe
635209,safe
628066,safe
111764,safe
1007913,safe
71369,safe
965680,safe
542786,safe
756609,safe
279783,safe
958595,safe
593755,safe
243163,safe
265300,safe
147335,safe
716996,safe
1046023,safe
965502,safe
367761,safe
169563,safe
53163,safe
754093,safe
32508,safe
231785,safe
487203,safe
475183,safe
685666,safe
31311,safe
82398,safe
531018,safe
947869,safe
296978,safe
832642,safe
369489,safe
417003,safe
962656,safe
913104,safe
368448,safe
793607,safe
118329,safe
557654,safe
883616,safe
782552,safe
710294,safe
198492,safe
516581,safe
449394,safe
129348,safe
664312,safe
90941,safe
732982,safe
447011,safe
1043903,safe
1005930,safe
323006,safe
594080,safe
9432,safe
46393,safe
411692,safe
727374,safe
954881,safe
74751,safe
853506,safe
916912,safe
108960,safe
841115,safe
637231,safe
1021751,safe
60003,safe
927268,safe
907702,safe
279590,safe
72368,safe
450485,safe
601154,safe
862777,safe
970941,safe
576634,safe
837168,safe
203617,safe
541465,safe
411133,safe
378000,safe
868149,safe
1014331,safe
401118,safe
440301,safe
369525,safe
1021319,safe
219717,safe
901188,safe
632135,safe
986621,safe
1001117,safe
550048,safe
2997,safe
156618,safe
476731,safe
770423,safe
613091,safe
216453,safe
183946,safe
232195,safe
722826,safe
836794,safe
994139,safe
500958,safe
317615,safe
643718,safe
732428,safe
813632,safe
104565,safe
773611,safe
185141,safe
588518,safe
760476,safe
64250,safe
337155,safe
480203,safe
792258,safe
577616,safe
1004182,safe
253469,safe
550496,safe
279821,safe
150922,safe
737473,safe
39487,unhealthy for sensitive groups
842983,safe
8028,safe
901478,safe
409066,safe
73732,safe
113026,safe
25362,safe
811397,safe
119980,safe
98513,safe
532841,safe
255382,safe
91502,safe
889072,safe
881876,safe
159230,safe
34632,safe
348820,safe
878148,safe
845314,safe
1019303,safe
270276,safe
242726,safe
408229,safe
16146,safe
522084,safe
813531,safe
551323,safe
455663,safe
940106,safe
11160,safe
743394,safe
501903,safe
94838,safe
993389,safe
884654,safe
264608,safe
996015,safe
275039,safe
1026319,safe
818551,safe
79178,safe
516191,safe
34155,safe
232632,safe
469769,safe
551008,safe
383971,safe
14679,safe
183790,safe
44383,safe
61695,safe
573684,safe
147999,safe
23445,safe
940869,safe
567570,safe
573450,safe
5535,safe
46462,safe
583746,safe
543280,safe
825985,safe
5670,safe
709864,safe
653196,safe
36558,safe
334614,safe
709269,safe
243515,safe
826451,safe
57996,safe
13779,safe
537853,safe
320453,safe
40330,safe
1006749,safe
629167,safe
938162,safe
453488,safe
820668,safe
642899,safe
607261,safe
894839,safe
807987,safe
18603,safe
249836,safe
814880,safe
971204,safe
407391,safe
436997,safe
936134,safe
761552,safe
625486,safe
673303,safe
585909,safe
125880,safe
407743,safe
745925,safe
474092,safe
803366,safe
651999,safe
646266,safe
936282,safe
645648,safe
127394,safe
806664,safe
534751,safe
163467,safe
505310,safe
885949,safe
760901,safe
631709,safe
57343,unhealthy
40699,safe
672437,safe
371042,safe
147948,safe
490373,safe
824762,safe
139653,safe
674009,safe
268212,safe
87572,safe
599019,safe
539680,safe
633495,safe
667403,safe
1022280,safe
627774,safe
548573,safe
602967,safe
444782,safe
263646,safe
731061,safe
446956,safe
506206,safe
242811,safe
409001,safe
434013,safe
384508,safe
94361,safe
139967,safe
230999,safe
98251,safe
711116,safe
636493,safe
191764,safe
682587,safe
870572,safe
763953,safe
1010970,safe
992986,safe
905530,safe
201002,safe
862365,safe
424694,safe
457315,safe
573705,safe
675530,safe
710175,safe
432794,safe
870140,safe
888778,safe
716832,safe
130523,safe
287797,safe
30969,safe
711597,safe
810347,safe
230188,safe
491075,safe
1028954,safe
668525,safe
450270,safe
945133,safe
480468,safe
258775,safe
759185,safe
460441,safe
981018,safe
1024051,safe
304653,safe
316410,safe
749943,safe
415429,safe
993054,safe
143666,safe
584582,safe
408147,safe
434118,safe
539451,safe
432621,safe
185271,safe
971233,safe
813220,safe
232828,safe
151278,safe
47870,safe
991312,safe
979442,safe
81054,safe
72718,safe
144288,safe
78964,safe
573351,safe
640613,safe
810578,safe
709282,safe
197429,safe
379904,safe
952435,safe
1017964,safe
498290,safe
68740,safe
872130,safe
354575,safe
38922,safe
574314,safe
247371,safe
322247,safe
876544,safe
400639,safe
493315,safe
682531,safe
675329,safe
950234,safe
483337,safe
1033880,safe
32157,safe
14796,safe
915705,safe
64564,safe
61461,safe
92362,safe
232707,safe
199460,safe
1024267,safe
133818,safe
444553,safe
58419,safe
206109,safe
762041,safe
407525,safe
946123,safe
885454,safe
349789,safe
493987,safe
310330,safe
661955,safe
943279,safe
763127,safe
536837,safe
127274,safe
191227,safe
892668,safe
926814,safe
961855,safe
702404,safe
755428,safe
601060,safe
94147,safe
253117,safe
198780,safe
525530,safe
263946,safe
827274,safe
626900,safe
821365,safe
204888,safe
671478,safe
1011499,unhealthy for sensitive groups
396828,safe
468792,safe
827459,safe
965079,safe
865188,safe
377032,safe
962105,safe
118899,safe
844178,safe
759319,safe
146081,safe
148195,safe
347701,safe
778669,safe
1038341,safe
8388,safe
571032,safe
280131,safe
647096,safe
41080,safe
706017,safe
231647,safe
905060,safe
69478,safe
34992,safe
770738,safe
485988,safe
379853,safe
655450,safe
896196,safe
701179,safe
530866,safe
640878,safe
902355,safe
247988,safe
1008925,safe
174489,safe
208397,safe
893176,safe
450915,safe
780747,safe
31986,safe
746425,safe
986179,safe
540,safe
886908,safe
1007732,safe
64912,safe
582838,safe
559631,safe
859432,safe
34200,safe
459213,safe
105399,safe
75299,safe
25551,safe
64916,safe
698876,safe
59107,safe
264067,safe
32886,safe
63918,safe
529409,safe
643398,safe
586086,safe
219303,safe
18081,safe
982966,safe
149690,safe
264591,safe
163254,safe
223625,safe
702487,safe
626781,safe
436824,safe
156849,safe
414999,safe
658240,safe
120451,safe
572515,safe
546567,safe
192550,safe
48402,safe
841395,safe
861580,safe
623621,safe
632691,safe
949548,safe
80878,safe
557163,safe
452862,safe
516683,safe
768221,safe
590806,safe
938709,safe
2466,safe
143134,safe
492437,safe
743679,safe
115243,safe
765378,safe
1557,safe
364667,safe
728964,safe
366478,safe
850323,safe
652175,safe
853510,safe
415328,unhealthy for sensitive groups
430150,safe
131846,safe
31275,safe
757123,safe
800981,safe
951931,safe
691278,safe
331821,safe
809011,safe
1025804,safe
867548,safe
669991,safe
150574,safe
475335,unhealthy for sensitive groups
925583,safe
284766,safe
994135,safe
1002264,safe
389864,safe
565594,safe
710447,safe
989569,safe
76531,safe
52065,safe
576621,safe
752938,safe
787855,safe
705611,safe
781238,safe
8235,safe
988794,safe
395930,safe
532924,safe
432951,safe
964854,safe
1031817,safe
264047,safe
248268,safe
189586,safe
662107,safe
1035479,safe
277736,safe
570864,safe
833882,safe
782489,safe
868716,safe
1037938,safe
718936,safe
761521,safe
637530,safe
177551,safe
284566,safe
30825,safe
315746,safe
622406,safe
125397,safe
380922,safe
196905,safe
973410,safe
457512,safe
1042418,safe
1027955,safe
773548,safe
343442,safe
471794,safe
826896,safe
925457,safe
542871,safe
658968,safe
917370,safe
737661,safe
786494,safe
26253,safe
633679,safe
363505,safe
208569,safe
780629,safe
656121,safe
690812,safe
609315,safe
534041,safe
961682,safe
30024,safe
765369,safe
441877,safe
739259,safe
694812,safe
423252,safe
882986,safe
210749,safe
694454,safe
6291,safe
107401,safe
497134,safe
2934,safe
1024220,safe
99019,safe
263552,safe
697823,safe
545802,safe
171667,safe
893903,safe
683522,safe
641653,safe
684522,safe
880747,safe
800342,safe
16605,safe
698016,safe
29583,safe
609593,safe
99770,safe
368794,safe
484004,safe
571184,safe
899768,safe
577933,safe
232317,safe
711818,safe
29844,safe
962325,safe
110922,safe
979145,safe
368965,safe
919046,safe
354458,safe
800846,safe
618633,safe
539563,safe
89420,safe
820924,safe
582282,safe
965286,safe
281646,safe
1020340,safe
454848,safe
23859,safe
1044873,safe
647883,safe
684900,safe
504768,safe
841433,safe
878522,safe
304074,safe
888639,safe
547424,safe
909655,safe
542035,safe
24030,safe
221323,safe
122286,safe
401294,safe
804047,safe
287244,safe
426976,safe
170791,safe
718036,safe
599093,safe
967696,safe
357028,safe
404343,safe
15219,safe
890849,safe
21312,safe
424916,unhealthy for sensitive groups
375748,safe
106103,safe
700162,safe
524513,safe
141362,safe
779540,safe
380668,safe
558017,safe
440448,safe
818009,safe
818711,safe
545466,safe
364629,safe
711154,safe
804261,safe
934817,safe
402026,safe
442572,safe
691336,safe
918891,safe
762184,safe
310502,safe
198042,safe
198615,safe
759814,safe
226638,safe
647896,safe
309152,safe
218885,safe
143842,safe
759278,safe
953593,safe
971449,safe
812435,safe
569737,safe
1038620,safe
911474,safe
149891,safe
806752,safe
36414,safe
617817,safe
882730,safe
882570,safe
716032,safe
412474,safe
641953,safe
784314,safe
128736,safe
873835,safe
456642,safe
776984,safe
88071,safe
60465,safe
388988,safe
672502,safe
645800,safe
905505,safe
1045316,safe
887828,safe
223580,safe
612103,safe
912818,safe
616194,safe
714704,safe
63599,safe
622208,safe
685679,safe
504694,safe
278591,safe
830336,safe
730690,safe
999191,safe
22752,safe
883427,safe
823943,safe
558426,safe
968056,safe
311547,safe
867670,safe
783304,safe
300773,safe
461105,safe
15732,safe
14220,safe
443790,safe
804513,safe
576453,safe
823142,safe
270194,safe
753950,safe
506727,safe
172401,safe
180472,safe
905656,safe
6516,safe
819966,safe
119200,safe
138080,safe
662022,safe
190473,safe
641821,safe
905404,safe
458971,safe
504911,safe
412824,safe
483663,safe
145080,safe
347734,safe
193421,safe
307906,safe
652605,safe
1023263,safe
835820,safe
496197,safe
388919,safe
874600,safe
280118,safe
18162,safe
684022,safe
607274,safe
174946,safe
363450,safe
1003644,safe
2655,safe
694123,safe
282318,safe
840427,safe
814754,safe
255652,safe
524698,safe
541104,safe
1012975,safe
226039,safe
10350,safe
651650,safe
73434,safe
792904,safe
136352,safe
623798,safe
11259,safe
62383,safe
808410,safe
749533,safe
1030043,safe
44458,safe
44986,safe
962440,safe
284964,safe
189381,safe
418035,safe
827636,safe
960937,safe
202054,safe
958231,safe
842783,safe
93786,safe
309818,safe
205290,safe
497100,safe
651314,safe
261216,safe
483173,safe
158101,safe
717180,safe
866612,safe
437654,safe
950099,safe
389520,safe
200717,safe
978970,safe
168352,safe
790015,safe
127664,safe
811334,safe
115083,safe
96390,safe
169589,safe
55311,safe
950162,safe
185832,safe
971157,safe
621615,safe
966789,safe
1045758,safe
601855,safe
146077,safe
18414,safe
493167,safe
671835,safe
143541,safe
367025,safe
1042884,safe
930976,safe
767600,safe
48926,safe
860339,safe
926625,safe
526798,safe
978262,safe
455318,safe
674451,safe
1035389,safe
627754,safe
182763,safe
855396,safe
9441,safe
744815,safe
